date,pm10,so2,co,o3,no2,max,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,cloudcover,uvindex,solarenergy,next_day_aqi,aqi_category,month,dayofweek,is_weekend,aqi_lag1,tempmax_lag1,humidity_lag1,aqi_lag3,rolling_aqi_3,rolling_tempmax_3,tempmax_x_humidity,wind_x_cloud,tempmax_category
2019-04-12,55.0,22.0,38.0,78.0,10.0,78.0,34.0,26.0,28.94,32.78,73.7,71.3,0.0,0.0,15.0,257.3,49.3,9,20.7,62.0,Moderate,4,4,False,153.0,34.78,69.9,127.0,143.33333333333334,33.79666666666667,2424.2,739.5,Very Hot
2019-04-13,55.0,21.0,42.0,62.0,10.0,62.0,34.0,25.17,29.56,33.44,74.2,70.5,0.001,4.17,13.5,280.0,46.3,8,20.0,112.0,Unhealthy,4,5,True,78.0,34.0,71.3,199.0,97.66666666666667,34.26,2397.0,625.05,Very Hot
2019-04-14,45.0,22.0,37.0,112.0,14.0,112.0,34.0,24.61,29.22,32.28,73.2,69.7,0.043,12.5,8.8,195.5,45.4,7,14.9,122.0,Unhealthy,4,6,True,62.0,34.0,70.5,153.0,84.0,34.0,2369.8,399.52000000000004,Very Hot
2019-04-15,64.0,22.0,39.0,122.0,23.0,122.0,33.0,26.0,28.39,32.28,74.9,76.9,0.278,8.33,12.5,262.4,51.8,9,18.5,119.0,Unhealthy,4,0,False,112.0,34.0,69.7,78.0,98.66666666666667,33.666666666666664,2537.7000000000003,647.5,Hot
2019-04-16,62.0,22.0,43.0,119.0,16.0,119.0,33.72,25.0,27.94,30.61,74.3,77.6,0.074,12.5,8.8,189.4,51.7,7,15.7,80.0,Moderate,4,1,False,122.0,33.0,76.9,62.0,117.66666666666667,33.57333333333333,2616.6719999999996,454.96000000000004,Hot
2019-04-17,69.0,22.0,39.0,80.0,16.0,80.0,32.39,25.0,29.11,33.0,75.0,74.0,0.0,0.0,10.4,56.4,48.7,8,15.5,111.0,Unhealthy,4,2,False,119.0,33.72,77.6,112.0,107.0,33.03666666666667,2396.86,506.4800000000001,Hot
2019-04-18,73.0,21.0,26.0,111.0,16.0,111.0,34.11,26.0,29.72,34.5,76.2,74.7,0.005,8.33,15.0,89.8,52.0,8,20.0,60.0,Moderate,4,3,False,80.0,32.39,74.0,122.0,103.33333333333333,33.406666666666666,2548.0170000000003,780.0,Very Hot
2019-04-19,60.0,22.0,21.0,42.0,9.0,60.0,32.0,25.0,27.83,30.61,75.1,79.8,0.889,25.0,18.0,86.8,61.9,6,15.4,105.0,Unhealthy,4,4,False,111.0,34.11,74.7,119.0,83.66666666666667,32.833333333333336,2553.6,1114.2,Hot
2019-04-20,33.0,21.0,16.0,105.0,20.0,105.0,30.72,24.0,27.33,29.89,74.4,80.3,0.311,4.17,8.5,301.3,64.4,4,9.6,110.0,Unhealthy,4,5,True,60.0,32.0,79.8,80.0,92.0,32.276666666666664,2466.816,547.4000000000001,Hot
2019-04-21,60.0,22.0,27.0,110.0,16.0,110.0,33.61,26.0,28.78,33.11,75.8,77.4,0.662,8.33,25.3,92.1,54.3,9,22.1,63.0,Moderate,4,6,True,105.0,30.72,80.3,111.0,91.66666666666667,32.11,2601.414,1373.79,Hot
2019-04-22,60.0,23.0,24.0,63.0,9.0,63.0,34.0,25.28,29.89,34.22,74.4,69.7,0.0,0.0,16.1,94.2,45.7,9,20.5,73.0,Moderate,4,0,False,110.0,33.61,77.4,60.0,92.66666666666667,32.776666666666664,2369.8,735.7700000000001,Very Hot
2019-04-23,63.0,24.0,18.0,73.0,10.0,73.0,34.0,27.0,30.06,34.89,74.8,69.7,0.008,12.5,18.3,98.0,48.9,7,18.4,72.0,Moderate,4,1,False,63.0,34.0,69.7,105.0,82.0,33.87,2369.8,894.87,Very Hot
2019-04-24,57.0,22.0,20.0,72.0,15.0,72.0,29.56,25.61,27.0,29.28,75.6,85.1,0.89,16.67,9.9,349.2,61.0,6,11.8,85.0,Moderate,4,2,False,73.0,34.0,69.7,110.0,69.33333333333333,32.52,2515.5559999999996,603.9,Warm
2019-04-25,67.0,22.0,45.0,85.0,12.0,85.0,33.83,25.0,29.0,32.5,75.3,76.1,0.001,4.17,15.0,91.2,47.8,8,17.7,124.0,Unhealthy,4,3,False,72.0,29.56,85.1,63.0,76.66666666666667,32.46333333333333,2574.4629999999997,717.0,Hot
2019-04-26,42.0,21.0,22.0,124.0,22.0,124.0,32.83,25.0,27.89,30.44,75.4,80.9,0.625,16.67,13.1,322.7,57.0,8,17.7,90.0,Moderate,4,4,False,85.0,33.83,76.1,73.0,93.66666666666667,32.07333333333333,2655.947,746.6999999999999,Hot
2019-04-27,55.0,21.0,38.0,90.0,11.0,90.0,30.0,24.89,27.44,30.11,75.3,82.0,0.008,8.33,10.3,276.9,61.6,5,8.6,78.0,Moderate,4,5,True,124.0,32.83,80.9,72.0,99.66666666666667,32.22,2460.0,634.48,Hot
2019-04-28,65.0,22.0,46.0,78.0,11.0,78.0,30.39,25.28,28.06,31.78,75.5,79.7,0.228,4.17,8.8,142.8,53.2,7,17.0,130.0,Unhealthy,4,6,True,90.0,30.0,82.0,85.0,97.33333333333333,31.073333333333334,2422.083,468.1600000000001,Hot
2019-04-29,56.0,22.0,35.0,130.0,19.0,130.0,31.17,25.28,28.5,32.61,76.2,79.8,0.306,4.17,9.2,359.8,54.4,7,13.2,111.0,Unhealthy,4,0,False,78.0,30.39,79.7,124.0,99.33333333333333,30.52,2487.366,500.47999999999996,Hot
2019-04-30,59.0,22.0,29.0,111.0,21.0,111.0,32.39,26.0,28.0,32.17,77.0,84.3,1.048,12.5,15.0,242.6,58.8,7,16.8,80.0,Moderate,4,1,False,130.0,31.17,79.8,90.0,106.33333333333333,31.316666666666666,2730.477,882.0,Hot
2019-05-01,53.0,21.0,29.0,80.0,11.0,80.0,32.0,25.72,28.06,30.44,73.1,74.4,0.0,0.0,14.2,250.5,52.2,7,12.1,48.0,Good,5,2,False,111.0,32.39,84.3,78.0,107.0,31.853333333333335,2380.8,741.24,Hot
2019-05-02,48.0,13.0,18.0,29.0,6.0,48.0,34.11,24.28,29.39,32.72,73.3,69.3,0.0,0.0,12.8,262.8,41.8,8,20.4,99.0,Moderate,5,3,False,80.0,32.0,74.4,130.0,79.66666666666667,32.833333333333336,2363.823,535.04,Very Hot
2019-05-03,50.0,26.0,24.0,99.0,16.0,99.0,33.39,26.0,29.22,32.56,73.5,70.2,0.0,0.0,10.3,37.4,45.9,9,21.3,92.0,Moderate,5,4,False,48.0,34.11,69.3,111.0,75.66666666666667,33.166666666666664,2343.978,472.77000000000004,Hot
2019-05-04,72.0,22.0,32.0,92.0,15.0,92.0,32.72,26.0,29.22,34.17,75.9,75.5,0.114,4.17,9.8,76.4,48.5,9,20.5,91.0,Moderate,5,5,True,99.0,33.39,70.2,80.0,79.66666666666667,33.406666666666666,2470.36,475.3,Hot
2019-05-05,59.0,22.0,34.0,91.0,15.0,91.0,33.0,25.28,28.83,32.39,74.3,74.0,0.204,12.5,10.4,126.0,50.2,8,18.5,93.0,Moderate,5,6,True,92.0,32.72,75.5,48.0,94.0,33.03666666666667,2442.0,522.08,Hot
2019-05-06,52.0,16.0,22.0,93.0,13.0,93.0,32.0,26.0,28.61,32.0,74.3,74.6,0.0,0.0,12.8,45.4,53.4,6,13.7,89.0,Moderate,5,0,False,91.0,33.0,74.0,99.0,92.0,32.57333333333333,2387.2,683.52,Hot
2019-05-07,71.0,18.0,31.0,89.0,16.0,89.0,33.0,25.28,28.94,32.78,74.8,74.5,0.0,0.0,16.1,6.7,49.5,8,20.4,132.0,Unhealthy,5,1,False,93.0,32.0,74.6,92.0,91.0,32.666666666666664,2458.5,796.95,Hot
2019-05-08,77.0,23.0,52.0,132.0,21.0,132.0,33.72,26.0,28.61,31.89,74.5,75.5,0.004,4.17,9.5,256.8,53.9,8,19.9,149.0,Unhealthy,5,2,False,89.0,33.0,74.5,91.0,104.66666666666667,32.906666666666666,2545.86,512.05,Hot
2019-05-09,69.0,23.0,32.0,149.0,22.0,149.0,32.11,26.0,28.44,31.44,74.9,76.9,0.309,4.17,11.4,357.2,53.8,8,18.6,87.0,Moderate,5,3,False,132.0,33.72,75.5,93.0,123.33333333333333,32.943333333333335,2469.259,613.3199999999999,Hot
2019-05-10,57.0,22.0,26.0,87.0,16.0,87.0,32.72,25.0,28.61,32.44,74.9,75.9,0.001,4.17,10.3,297.0,59.3,5,12.6,65.0,Moderate,5,4,False,149.0,32.11,76.9,89.0,122.66666666666667,32.85,2483.4480000000003,610.79,Hot
2019-05-11,52.0,21.0,22.0,65.0,13.0,65.0,32.83,25.0,28.67,32.89,76.2,79.3,0.141,8.33,13.9,76.8,50.8,8,17.4,76.0,Moderate,5,5,True,87.0,32.72,75.9,132.0,100.33333333333333,32.553333333333335,2603.419,706.12,Hot
2019-05-12,69.0,22.0,24.0,76.0,12.0,76.0,34.0,26.0,29.11,33.0,75.3,75.2,0.001,4.17,13.9,77.7,50.2,7,15.1,104.0,Unhealthy,5,6,True,65.0,32.83,79.3,149.0,76.0,33.18333333333333,2556.8,697.7800000000001,Very Hot
2019-06-01,63.0,23.0,19.0,104.0,15.0,104.0,33.39,25.0,29.33,32.72,73.1,68.9,0.0,0.0,10.3,298.4,41.9,8,18.7,106.0,Unhealthy,6,5,True,76.0,34.0,75.2,87.0,81.66666666666667,33.406666666666666,2300.5710000000004,431.57,Hot
2019-06-02,70.0,23.0,23.0,106.0,14.0,106.0,32.33,25.0,28.94,32.22,73.4,71.1,0.0,0.0,11.1,286.4,50.3,7,18.2,89.0,Moderate,6,6,True,104.0,33.39,68.9,65.0,95.33333333333333,33.24,2298.6629999999996,558.3299999999999,Hot
2019-06-03,55.0,23.0,18.0,89.0,10.0,89.0,31.61,24.0,28.06,30.56,72.5,72.5,0.0,0.0,8.1,262.3,48.0,7,17.8,82.0,Moderate,6,0,False,106.0,32.33,71.1,76.0,99.66666666666667,32.443333333333335,2291.725,388.79999999999995,Hot
2019-06-04,75.0,24.0,20.0,82.0,11.0,82.0,33.39,25.0,28.89,31.61,72.8,70.6,0.0,0.0,12.8,75.7,46.3,8,19.3,82.0,Moderate,6,1,False,89.0,31.61,72.5,104.0,92.33333333333333,32.443333333333335,2357.334,592.64,Hot
2019-06-05,82.0,25.0,26.0,65.0,13.0,82.0,34.39,25.0,29.61,33.11,73.3,68.7,0.0,0.0,11.7,82.1,43.8,8,20.1,75.0,Moderate,6,2,False,82.0,33.39,70.6,106.0,84.33333333333333,33.13,2362.5930000000003,512.4599999999999,Very Hot
2019-06-06,51.0,23.0,11.0,75.0,9.0,75.0,33.61,25.61,29.83,34.22,74.8,70.9,0.0,0.0,13.9,84.9,47.4,8,19.6,54.0,Moderate,6,3,False,82.0,34.39,68.7,89.0,79.66666666666667,33.79666666666667,2382.949,658.86,Hot
2019-06-07,51.0,24.0,11.0,54.0,8.0,54.0,32.72,25.0,28.56,32.0,74.5,75.3,0.713,12.5,9.2,148.7,52.8,7,16.1,105.0,Unhealthy,6,4,False,75.0,33.61,70.9,82.0,70.33333333333333,33.57333333333333,2463.816,485.75999999999993,Hot
2019-06-08,50.0,22.0,13.0,105.0,9.0,105.0,32.83,24.0,27.94,30.56,73.3,75.4,0.014,12.5,13.5,290.3,53.5,8,18.2,98.0,Moderate,6,5,True,54.0,32.72,75.3,82.0,78.0,33.053333333333335,2475.382,722.25,Hot
2019-06-09,51.0,23.0,18.0,98.0,15.0,98.0,32.83,24.72,28.44,31.5,74.0,75.0,0.0,0.0,13.9,50.9,47.6,7,18.6,88.0,Moderate,6,6,True,105.0,32.83,75.4,75.0,85.66666666666667,32.79333333333333,2462.25,661.64,Hot
2019-06-10,57.0,23.0,20.0,88.0,16.0,88.0,33.39,24.0,28.83,31.56,72.9,71.0,0.003,4.17,12.8,62.9,39.2,8,20.6,105.0,Unhealthy,6,0,False,98.0,32.83,75.0,54.0,97.0,33.016666666666666,2370.69,501.76000000000005,Hot
2019-06-11,57.0,24.0,22.0,105.0,22.0,105.0,33.72,26.0,29.33,32.83,73.5,69.8,0.0,0.0,10.1,340.6,40.0,7,15.9,108.0,Unhealthy,6,1,False,88.0,33.39,71.0,105.0,97.0,33.31333333333333,2353.656,404.0,Hot
2019-06-12,68.0,24.0,22.0,108.0,18.0,108.0,33.06,25.0,29.17,32.83,73.7,70.7,0.0,0.0,9.2,308.7,43.0,8,19.0,148.0,Unhealthy,6,2,False,105.0,33.72,69.8,98.0,100.33333333333333,33.39,2337.342,395.59999999999997,Hot
2019-06-13,79.0,24.0,25.0,148.0,21.0,148.0,33.39,27.0,29.56,34.11,74.7,71.5,0.0,0.0,10.2,349.4,50.2,8,19.7,98.0,Moderate,6,3,False,108.0,33.06,70.7,88.0,120.33333333333333,33.39,2387.385,512.04,Hot
2019-06-14,73.0,25.0,21.0,98.0,16.0,98.0,32.0,25.0,28.72,32.67,74.6,74.7,0.192,8.33,11.4,164.2,56.6,7,15.4,112.0,Unhealthy,6,4,False,148.0,33.39,71.5,105.0,118.0,32.81666666666667,2390.4,645.24,Hot
2019-06-15,57.0,24.0,27.0,112.0,24.0,112.0,33.0,26.0,29.28,33.06,74.2,71.7,0.0,0.0,10.3,52.4,52.9,8,17.0,107.0,Unhealthy,6,5,True,98.0,32.0,74.7,108.0,119.33333333333333,32.79666666666667,2366.1,544.87,Hot
2019-06-16,66.0,24.0,24.0,107.0,17.0,107.0,32.72,25.0,29.06,32.72,74.3,72.8,0.003,8.33,10.3,244.4,53.6,7,17.0,93.0,Moderate,6,6,True,112.0,33.0,71.7,148.0,105.66666666666667,32.57333333333333,2382.0159999999996,552.08,Hot
2019-06-17,75.0,25.0,24.0,93.0,14.0,93.0,32.61,25.28,28.72,31.56,73.1,71.4,0.0,0.0,16.1,85.8,48.0,7,18.5,74.0,Moderate,6,0,False,107.0,32.72,72.8,98.0,104.0,32.776666666666664,2328.3540000000003,772.8000000000001,Hot
2019-06-18,69.0,27.0,20.0,74.0,12.0,74.0,33.72,24.28,28.67,31.06,71.2,67.5,0.0,0.0,17.2,100.1,44.7,8,19.5,92.0,Moderate,6,1,False,93.0,32.61,71.4,112.0,91.33333333333333,33.016666666666666,2276.1,768.84,Hot
2019-06-19,80.0,27.0,19.0,92.0,16.0,92.0,33.83,24.0,28.61,30.61,70.9,67.3,0.0,0.0,16.1,98.9,37.2,9,21.5,99.0,Moderate,6,2,False,74.0,33.72,67.5,107.0,86.33333333333333,33.38666666666666,2276.759,598.9200000000001,Hot
2019-06-20,87.0,25.0,34.0,99.0,17.0,99.0,34.17,24.28,28.78,31.11,71.4,67.8,0.0,0.0,11.4,56.8,47.1,8,20.4,103.0,Unhealthy,6,3,False,92.0,33.83,67.3,93.0,88.33333333333333,33.906666666666666,2316.726,536.94,Very Hot
2019-06-21,79.0,27.0,23.0,103.0,13.0,103.0,32.61,26.0,28.5,30.72,71.4,68.3,0.0,0.0,9.5,87.1,48.0,8,19.9,133.0,Unhealthy,6,4,False,99.0,34.17,67.8,74.0,98.0,33.53666666666667,2227.263,456.0,Hot
2019-06-22,80.0,28.0,19.0,133.0,15.0,133.0,32.72,25.0,28.5,30.33,70.3,66.0,0.0,0.0,11.1,54.1,44.4,8,20.1,134.0,Unhealthy,6,5,True,103.0,32.61,68.3,92.0,111.66666666666667,33.166666666666664,2159.52,492.84,Hot
2019-06-23,72.0,26.0,20.0,134.0,17.0,134.0,32.39,24.72,28.33,30.89,72.2,70.8,0.0,0.0,13.5,49.9,48.8,7,18.6,103.0,Unhealthy,6,6,True,133.0,32.72,66.0,99.0,123.33333333333333,32.57333333333333,2293.212,658.8,Hot
2019-06-24,79.0,27.0,20.0,103.0,13.0,103.0,33.39,23.0,28.39,30.83,71.4,68.9,0.0,0.0,12.8,88.5,43.2,7,18.5,89.0,Moderate,6,0,False,134.0,32.39,70.8,103.0,123.33333333333333,32.833333333333336,2300.5710000000004,552.96,Hot
2019-06-25,89.0,26.0,25.0,89.0,14.0,89.0,34.06,23.61,28.33,30.39,71.2,68.9,0.0,0.0,16.1,87.2,36.9,8,21.0,84.0,Moderate,6,1,False,103.0,33.39,68.9,133.0,108.66666666666667,33.28,2346.7340000000004,594.09,Very Hot
2019-06-26,84.0,27.0,21.0,80.0,15.0,84.0,33.11,23.61,28.5,30.5,71.0,67.8,0.0,0.0,13.9,97.6,43.4,8,19.9,142.0,Unhealthy,6,2,False,89.0,34.06,68.9,134.0,92.0,33.52,2244.8579999999997,603.26,Hot
2019-06-27,81.0,26.0,25.0,142.0,17.0,142.0,33.39,24.0,28.67,30.72,70.6,66.3,0.0,0.0,9.5,51.0,35.4,8,19.4,143.0,Unhealthy,6,3,False,84.0,33.11,67.8,103.0,105.0,33.52,2213.757,336.3,Hot
2019-06-28,69.0,29.0,28.0,143.0,21.0,143.0,32.83,25.0,28.72,31.17,71.4,67.2,0.0,0.0,11.4,80.1,41.8,8,19.8,173.0,Unhealthy,6,4,False,142.0,33.39,66.3,89.0,123.0,33.11,2206.176,476.52,Hot
2019-06-29,69.0,29.0,26.0,173.0,17.0,173.0,33.11,23.61,28.56,30.06,69.1,63.5,0.0,0.0,16.1,72.2,41.7,8,21.2,83.0,Moderate,6,5,True,143.0,32.83,67.2,84.0,152.66666666666666,33.11,2102.485,671.3700000000001,Hot
2019-06-30,64.0,27.0,16.0,83.0,12.0,83.0,33.56,24.61,28.56,30.56,69.8,64.6,0.0,0.0,11.4,71.0,45.8,8,20.0,96.0,Moderate,6,6,True,173.0,33.11,63.5,142.0,133.0,33.166666666666664,2167.976,522.12,Hot
2019-07-01,69.0,26.0,23.0,96.0,15.0,96.0,32.83,24.28,28.33,30.17,70.4,67.0,0.0,0.0,13.9,76.7,52.9,8,20.4,108.0,Unhealthy,7,0,False,83.0,33.56,64.6,143.0,117.33333333333333,33.166666666666664,2199.6099999999997,735.31,Hot
2019-07-02,71.0,26.0,24.0,108.0,15.0,108.0,33.11,25.0,28.56,30.67,70.5,66.2,0.0,0.0,17.2,98.8,45.0,8,20.2,87.0,Moderate,7,1,False,96.0,32.83,67.0,173.0,95.66666666666667,33.166666666666664,2191.882,774.0,Hot
2019-07-03,71.0,28.0,21.0,87.0,16.0,87.0,33.33,25.0,28.83,31.5,71.5,67.3,0.0,0.0,15.0,77.5,44.9,8,19.2,78.0,Moderate,7,2,False,108.0,33.11,66.2,83.0,97.0,33.089999999999996,2243.109,673.5,Hot
2019-07-04,77.0,25.0,20.0,78.0,16.0,78.0,32.0,26.0,28.56,31.44,73.2,72.3,0.001,4.17,11.4,65.5,53.7,8,17.5,91.0,Moderate,7,3,False,87.0,33.33,67.3,96.0,91.0,32.81333333333333,2313.6,612.1800000000001,Hot
2019-07-05,67.0,26.0,23.0,91.0,13.0,91.0,33.39,25.0,29.0,31.89,72.5,69.1,0.001,4.17,10.3,96.2,58.2,8,19.1,82.0,Moderate,7,4,False,78.0,32.0,72.3,108.0,85.33333333333333,32.906666666666666,2307.249,599.46,Hot
2019-07-06,62.0,27.0,22.0,82.0,13.0,82.0,33.61,25.0,29.06,32.28,73.4,70.9,0.0,0.0,19.7,88.8,49.0,8,19.2,63.0,Moderate,7,5,True,91.0,33.39,69.1,87.0,83.66666666666667,33.0,2382.949,965.3,Hot
2019-07-07,63.0,26.0,12.0,58.0,7.0,63.0,33.72,26.0,29.0,32.17,73.0,70.1,0.0,0.0,15.3,98.8,43.3,8,18.8,84.0,Moderate,7,6,True,82.0,33.61,70.9,78.0,78.66666666666667,33.57333333333333,2363.772,662.49,Hot
2019-07-08,61.0,27.0,17.0,84.0,10.0,84.0,33.33,25.0,28.94,31.83,72.2,68.5,0.001,4.17,17.2,84.9,42.7,8,19.3,111.0,Unhealthy,7,0,False,63.0,33.72,70.1,91.0,76.33333333333333,33.553333333333335,2283.105,734.44,Hot
2019-07-09,69.0,26.0,22.0,111.0,18.0,111.0,31.72,25.0,28.44,31.44,72.7,71.3,0.0,0.0,10.3,7.9,51.3,8,18.1,91.0,Moderate,7,1,False,84.0,33.33,68.5,82.0,86.0,32.92333333333333,2261.636,528.39,Hot
2019-07-10,64.0,31.0,14.0,91.0,15.0,91.0,32.06,23.89,28.06,29.28,68.0,62.7,0.0,0.0,18.3,87.4,38.3,8,19.8,71.0,Moderate,7,2,False,111.0,31.72,71.3,63.0,95.33333333333333,32.37,2010.1620000000003,700.89,Hot
2019-07-11,71.0,28.0,20.0,63.0,14.0,71.0,32.83,23.61,28.06,29.22,68.7,64.5,0.0,0.0,17.2,92.9,36.8,8,20.6,77.0,Moderate,7,3,False,91.0,32.06,62.7,84.0,91.0,32.20333333333333,2117.535,632.9599999999999,Hot
2019-07-12,67.0,28.0,17.0,77.0,13.0,77.0,33.0,22.61,28.39,29.94,68.8,63.1,0.0,0.0,15.0,99.9,39.3,9,21.7,163.0,Unhealthy,7,4,False,71.0,32.83,64.5,111.0,79.66666666666667,32.63,2082.3,589.5,Hot
2019-07-13,67.0,27.0,18.0,163.0,14.0,163.0,32.72,24.0,28.11,29.83,69.4,65.4,0.0,0.0,11.4,353.7,40.9,8,20.0,160.0,Unhealthy,7,5,True,77.0,33.0,63.1,91.0,103.66666666666667,32.85,2139.888,466.26,Hot
2019-07-14,84.0,29.0,22.0,160.0,17.0,160.0,31.72,24.0,27.72,29.0,69.6,67.2,0.0,0.0,10.8,62.0,44.7,7,19.2,77.0,Moderate,7,6,True,163.0,32.72,65.4,71.0,133.33333333333334,32.48,2131.584,482.76000000000005,Hot
2019-07-15,70.0,26.0,23.0,77.0,18.0,77.0,31.72,23.28,27.61,28.33,66.5,61.2,0.0,0.0,17.2,94.8,38.6,9,21.0,92.0,Moderate,7,0,False,160.0,31.72,67.2,77.0,133.33333333333334,32.053333333333335,1941.2640000000001,663.92,Hot
2019-07-16,78.0,27.0,24.0,92.0,19.0,92.0,32.72,24.0,27.89,28.61,66.9,61.4,0.0,0.0,11.4,91.2,37.2,9,22.4,107.0,Unhealthy,7,1,False,77.0,31.72,61.2,163.0,109.66666666666667,32.053333333333335,2009.0079999999998,424.08000000000004,Hot
2019-07-17,68.0,27.0,27.0,107.0,19.0,107.0,32.0,22.61,27.44,28.0,65.6,60.2,0.0,0.0,12.8,87.3,31.5,8,21.6,87.0,Moderate,7,2,False,92.0,32.72,61.4,160.0,92.0,32.14666666666667,1926.4,403.20000000000005,Hot
2019-07-18,74.0,27.0,23.0,87.0,16.0,87.0,33.06,22.0,27.83,28.56,65.8,59.3,0.0,0.0,17.2,100.7,31.9,9,22.0,68.0,Moderate,7,3,False,107.0,32.0,60.2,77.0,95.33333333333333,32.593333333333334,1960.458,548.68,Hot
2019-07-19,68.0,28.0,26.0,58.0,18.0,68.0,34.0,25.0,28.89,30.78,69.1,61.9,0.0,0.0,16.1,97.1,50.6,8,17.3,113.0,Unhealthy,7,4,False,87.0,33.06,59.3,92.0,87.33333333333333,33.02,2104.6,814.6600000000001,Very Hot
2019-07-20,75.0,27.0,22.0,113.0,22.0,113.0,32.06,27.0,29.17,32.33,71.9,66.4,0.0,0.0,13.9,36.0,56.9,7,14.0,91.0,Moderate,7,5,True,68.0,34.0,61.9,107.0,89.33333333333333,33.04,2128.7840000000006,790.91,Hot
2019-07-21,79.0,27.0,18.0,91.0,12.0,91.0,32.33,25.0,29.0,31.72,71.9,67.5,0.0,0.0,17.2,56.3,46.3,7,17.7,121.0,Unhealthy,7,6,True,113.0,32.06,66.4,87.0,90.66666666666667,32.79666666666667,2182.275,796.3599999999999,Hot
2019-07-22,71.0,25.0,24.0,121.0,21.0,121.0,32.0,25.0,28.44,30.72,71.8,69.6,0.0,0.0,16.1,42.9,38.1,8,20.2,83.0,Moderate,7,0,False,91.0,32.33,67.5,68.0,108.33333333333333,32.13,2227.2,613.4100000000001,Hot
2019-07-23,83.0,28.0,23.0,78.0,15.0,83.0,33.11,24.0,28.33,29.33,67.2,60.4,0.0,0.0,18.3,58.4,41.3,9,21.3,92.0,Moderate,7,1,False,121.0,32.0,69.6,113.0,98.33333333333333,32.48,1999.8439999999998,755.79,Hot
2019-07-24,76.0,28.0,20.0,92.0,19.0,92.0,32.83,24.0,28.11,29.0,65.8,58.0,0.0,0.0,17.2,58.5,46.7,9,21.5,124.0,Unhealthy,7,2,False,83.0,33.11,60.4,91.0,98.66666666666667,32.64666666666667,1904.1399999999999,803.24,Hot
2019-07-25,79.0,28.0,37.0,124.0,25.0,124.0,32.0,23.0,27.5,28.67,69.5,68.4,0.0,0.0,12.8,56.6,37.7,8,21.1,96.0,Moderate,7,3,False,92.0,32.83,58.0,121.0,99.66666666666667,32.64666666666667,2188.8,482.56000000000006,Hot
2019-07-26,83.0,28.0,21.0,96.0,21.0,96.0,32.11,24.0,28.06,29.67,70.7,68.8,0.0,0.0,16.1,57.8,37.6,9,22.0,94.0,Moderate,7,4,False,124.0,32.0,68.4,83.0,104.0,32.31333333333333,2209.1679999999997,605.3600000000001,Hot
2019-07-27,73.0,27.0,17.0,94.0,13.0,94.0,32.0,23.28,27.94,29.44,70.6,69.1,0.0,0.0,15.0,47.6,42.4,9,20.2,115.0,Unhealthy,7,5,True,96.0,32.11,68.8,92.0,104.66666666666667,32.03666666666667,2211.2,636.0,Hot
2019-07-28,90.0,27.0,17.0,115.0,13.0,115.0,33.11,24.0,28.5,31.06,71.8,69.3,0.0,0.0,9.8,21.6,42.3,9,21.2,129.0,Unhealthy,7,6,True,94.0,32.0,69.1,124.0,101.66666666666667,32.406666666666666,2294.5229999999997,414.54,Hot
2019-07-29,75.0,27.0,27.0,129.0,17.0,129.0,32.39,25.0,28.33,30.72,71.8,70.1,0.0,0.0,13.6,35.6,50.6,8,19.4,99.0,Moderate,7,0,False,115.0,33.11,69.3,96.0,112.66666666666667,32.5,2270.5389999999998,688.16,Hot
2019-07-30,83.0,27.0,26.0,99.0,15.0,99.0,32.06,23.61,28.17,29.78,69.8,66.5,0.0,0.0,10.3,1.5,45.4,8,20.9,115.0,Unhealthy,7,1,False,129.0,32.39,70.1,94.0,114.33333333333333,32.52,2131.9900000000002,467.62,Hot
2019-08-01,71.0,27.0,22.0,115.0,18.0,115.0,31.83,24.0,28.11,29.61,69.0,64.3,0.0,0.0,10.3,338.2,39.2,9,21.4,96.0,Moderate,8,3,False,99.0,32.06,66.5,115.0,114.33333333333333,32.093333333333334,2046.6689999999999,403.76000000000005,Hot
2019-08-02,76.0,28.0,22.0,96.0,20.0,96.0,32.39,25.0,28.56,30.39,69.2,63.2,0.018,4.17,14.2,78.6,40.1,9,21.6,92.0,Moderate,8,4,False,115.0,31.83,64.3,129.0,103.33333333333333,32.093333333333334,2047.0480000000002,569.42,Hot
2019-08-03,77.0,28.0,20.0,92.0,19.0,92.0,32.39,24.0,28.28,29.83,69.1,64.2,0.0,0.0,12.1,78.6,43.6,8,21.1,80.0,Moderate,8,5,True,96.0,32.39,63.2,99.0,101.0,32.20333333333333,2079.438,527.56,Hot
2019-08-04,71.0,27.0,18.0,80.0,17.0,80.0,33.11,24.28,27.94,28.94,67.2,61.3,0.0,0.0,12.8,82.1,40.9,8,19.2,117.0,Unhealthy,8,6,True,92.0,32.39,64.2,115.0,89.33333333333333,32.63,2029.6429999999998,523.52,Hot
2019-08-05,64.0,28.0,0.0,117.0,22.0,117.0,31.39,23.28,27.67,28.28,64.6,57.2,0.0,0.0,11.4,336.6,45.1,8,19.2,140.0,Unhealthy,8,0,False,80.0,33.11,61.3,96.0,96.33333333333333,32.29666666666667,1795.508,514.14,Hot
2019-08-06,66.0,29.0,20.0,140.0,18.0,140.0,30.72,21.28,26.83,27.39,63.0,56.4,0.0,0.0,12.8,300.4,44.4,9,21.2,127.0,Unhealthy,8,1,False,117.0,31.39,57.2,92.0,112.33333333333333,31.74,1732.608,568.32,Hot
