date,pm10,so2,co,o3,no2,max,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,cloudcover,uvindex,solarenergy,next_day_aqi,aqi_category,month,dayofweek,is_weekend,aqi_lag1,tempmax_lag1,humidity_lag1,aqi_lag3,rolling_aqi_3,rolling_tempmax_3,tempmax_x_humidity,wind_x_cloud,tempmax_category
2016-01-01,72.0,32.0,53.0,51.0,11.0,72.0,32.39,24.0,28.17,31.33,76.0,81.2,0.998,16.67,14.5,312.2,58.2,8,19.6,52.0,Moderate,1,4,False,,,,,,,2630.068,843.9000000000001,Hot
2016-01-02,52.0,32.0,29.0,50.0,12.0,52.0,31.72,24.89,27.17,29.39,76.0,85.6,0.585,16.67,17.7,306.2,68.0,7,15.8,50.0,Good,1,5,True,72.0,32.39,81.2,,,,2715.2319999999995,1203.6,Hot
2016-01-03,44.0,33.0,33.0,50.0,18.0,50.0,32.72,25.0,28.39,31.56,75.5,79.1,0.0,0.0,11.1,292.7,56.7,7,15.1,103.0,Unhealthy,1,6,True,52.0,31.72,85.6,,58.0,32.276666666666664,2588.1519999999996,629.37,Hot
2016-01-04,61.0,33.0,36.0,103.0,24.0,103.0,31.72,26.0,28.56,33.22,76.8,80.9,0.0,0.0,7.8,306.9,61.8,8,16.5,99.0,Moderate,1,0,False,50.0,32.72,79.1,72.0,68.33333333333333,32.053333333333335,2566.148,482.03999999999996,Hot
2016-01-05,99.0,33.0,54.0,67.0,22.0,99.0,32.39,25.17,28.56,32.72,76.5,80.6,0.457,8.33,11.4,10.7,59.0,7,18.7,75.0,Moderate,1,1,False,103.0,31.72,80.9,52.0,84.0,32.276666666666664,2610.634,672.6,Hot
2016-01-06,75.0,33.0,43.0,55.0,17.0,75.0,32.72,25.0,28.61,31.83,75.0,76.4,0.011,4.17,12.8,75.3,48.3,8,19.1,75.0,Moderate,1,2,False,99.0,32.39,80.6,50.0,92.33333333333333,32.276666666666664,2499.808,618.24,Hot
2016-01-07,75.0,33.0,31.0,70.0,13.0,75.0,34.11,25.0,29.61,33.78,75.0,72.8,0.0,0.0,15.8,46.7,40.3,8,23.2,62.0,Moderate,1,3,False,75.0,32.72,76.4,103.0,83.0,33.07333333333333,2483.208,636.74,Very Hot
2016-01-08,60.0,33.0,30.0,62.0,9.0,62.0,33.39,26.28,29.78,34.78,76.1,74.3,0.0,0.0,14.7,30.6,45.2,9,22.1,77.0,Moderate,1,4,False,75.0,34.11,72.8,99.0,70.66666666666667,33.406666666666666,2480.877,664.44,Hot
2016-01-09,77.0,33.0,34.0,68.0,9.0,77.0,32.72,26.0,29.28,33.83,76.0,76.0,0.0,0.0,15.7,328.8,39.7,9,20.3,86.0,Moderate,1,5,True,62.0,33.39,74.3,75.0,71.33333333333333,33.406666666666666,2486.72,623.29,Hot
2016-01-10,83.0,39.0,38.0,86.0,15.0,86.0,32.72,25.0,29.0,33.06,75.2,75.3,0.001,4.17,10.2,346.7,45.9,7,18.5,93.0,Moderate,1,6,True,77.0,32.72,76.0,75.0,75.0,32.943333333333335,2463.816,468.17999999999995,Hot
2016-01-11,82.0,38.0,36.0,93.0,14.0,93.0,33.11,26.0,29.44,34.0,75.6,74.2,0.001,4.17,9.1,267.6,50.2,10,20.6,72.0,Moderate,1,0,False,86.0,32.72,75.3,62.0,85.33333333333333,32.85,2456.762,456.82,Hot
2016-01-12,72.0,37.0,38.0,60.0,20.0,72.0,30.39,26.0,28.11,32.33,76.6,82.7,0.19,4.17,10.7,36.0,71.6,7,17.0,65.0,Moderate,1,1,False,93.0,33.11,74.2,77.0,83.66666666666667,32.07333333333333,2513.253,766.1199999999999,Hot
2016-01-13,65.0,37.0,43.0,57.0,16.0,65.0,31.61,26.0,27.94,31.39,76.3,82.6,0.052,4.17,14.8,105.0,69.1,8,17.7,59.0,Moderate,1,2,False,72.0,30.39,82.7,86.0,76.66666666666667,31.703333333333333,2610.986,1022.68,Hot
2016-01-14,59.0,38.0,33.0,53.0,18.0,59.0,32.72,25.0,29.0,33.17,76.0,77.3,0.001,4.17,12.8,61.2,52.8,7,15.3,68.0,Moderate,1,3,False,65.0,31.61,82.6,93.0,65.33333333333333,31.573333333333334,2529.256,675.84,Hot
2016-01-15,68.0,42.0,39.0,60.0,11.0,68.0,32.72,25.72,29.17,34.17,76.8,78.5,0.003,4.17,12.5,34.9,57.8,8,16.7,95.0,Moderate,1,4,False,59.0,32.72,77.3,72.0,64.0,32.35,2568.52,722.5,Hot
2016-01-16,68.0,42.0,34.0,95.0,15.0,95.0,31.72,25.0,28.56,32.56,76.0,79.6,0.011,8.33,5.8,300.4,51.9,9,21.8,149.0,Unhealthy,1,5,True,68.0,32.72,78.5,65.0,74.0,32.38666666666666,2524.912,301.02,Hot
2016-01-17,94.0,42.0,39.0,149.0,17.0,149.0,33.72,26.0,28.94,33.06,75.7,77.0,0.0,0.0,8.1,287.1,56.1,9,22.7,107.0,Unhealthy,1,6,True,95.0,31.72,79.6,59.0,104.0,32.72,2596.44,454.40999999999997,Hot
2016-01-18,96.0,44.0,43.0,107.0,21.0,107.0,33.11,25.0,28.89,32.83,75.5,76.5,0.0,0.0,10.7,288.4,52.7,7,18.5,83.0,Moderate,1,0,False,149.0,33.72,77.0,68.0,117.0,32.85,2532.915,563.89,Hot
2016-01-19,77.0,45.0,31.0,83.0,18.0,83.0,32.72,25.0,28.56,31.67,75.0,76.9,0.021,12.5,12.5,302.0,61.7,8,19.1,69.0,Moderate,1,1,False,107.0,33.11,76.5,95.0,113.0,33.18333333333333,2516.168,771.25,Hot
2016-01-20,61.0,44.0,39.0,69.0,18.0,69.0,31.72,26.0,27.83,31.0,76.1,82.7,1.178,12.5,14.5,270.3,67.7,6,14.5,73.0,Moderate,1,2,False,83.0,32.72,76.9,149.0,86.33333333333333,32.516666666666666,2623.244,981.6500000000001,Hot
2016-01-21,66.0,48.0,35.0,73.0,14.0,73.0,30.06,24.94,27.78,31.44,76.5,83.8,0.069,8.33,7.2,303.0,79.3,8,17.6,79.0,Moderate,1,3,False,69.0,31.72,82.7,107.0,75.0,31.5,2519.028,570.96,Hot
2016-01-22,79.0,41.0,59.0,52.0,15.0,79.0,31.06,26.0,28.5,33.39,77.1,82.0,0.046,8.33,11.4,323.7,67.6,7,17.9,55.0,Moderate,1,4,False,73.0,30.06,83.8,83.0,73.66666666666667,30.94666666666667,2546.92,770.64,Hot
2016-01-23,55.0,40.0,37.0,51.0,14.0,55.0,29.5,24.28,26.28,27.83,75.9,89.6,0.831,25.0,8.2,31.0,68.7,4,9.3,55.0,Moderate,1,5,True,79.0,31.06,82.0,69.0,69.0,30.206666666666667,2643.2,563.3399999999999,Warm
2016-01-24,55.0,41.0,42.0,48.0,14.0,55.0,30.67,23.0,26.72,29.17,76.3,89.1,1.045,20.83,13.7,45.2,71.0,6,15.5,49.0,Good,1,6,True,55.0,29.5,89.6,73.0,63.0,30.409999999999997,2732.697,972.6999999999999,Hot
2016-01-25,37.0,40.0,32.0,49.0,13.0,49.0,27.61,24.0,25.5,25.89,75.8,93.6,0.615,29.17,9.2,110.2,80.9,6,13.6,61.0,Moderate,1,0,False,55.0,30.67,89.1,79.0,53.0,29.26,2584.296,744.28,Warm
2016-01-26,61.0,42.0,47.0,54.0,16.0,61.0,31.83,24.22,27.78,31.0,76.4,84.2,0.035,8.33,9.0,313.1,59.8,7,16.4,81.0,Moderate,1,1,False,49.0,27.61,93.6,55.0,55.0,30.036666666666665,2680.086,538.1999999999999,Hot
2016-01-27,80.0,43.0,58.0,81.0,21.0,81.0,32.39,26.0,28.83,34.0,77.6,82.0,0.272,8.33,11.8,325.4,64.1,8,19.7,77.0,Moderate,1,2,False,61.0,31.83,84.2,55.0,63.666666666666664,30.61,2655.98,756.38,Hot
2016-01-28,64.0,42.0,30.0,77.0,15.0,77.0,31.72,26.0,28.61,32.83,77.1,81.8,0.012,4.17,12.5,343.1,63.2,8,22.1,83.0,Moderate,1,3,False,81.0,32.39,82.0,49.0,73.0,31.98,2594.696,790.0,Hot
2016-01-29,69.0,44.0,29.0,83.0,16.0,83.0,33.39,25.28,29.28,33.72,76.1,76.7,0.0,0.0,11.7,326.8,43.5,9,23.8,80.0,Moderate,1,4,False,77.0,31.72,81.8,61.0,80.33333333333333,32.5,2561.013,508.95,Hot
2016-01-30,80.0,42.0,24.0,62.0,14.0,80.0,31.39,25.44,28.22,32.5,77.1,83.5,0.012,4.17,13.9,295.9,72.8,8,18.7,80.0,Moderate,1,5,True,83.0,33.39,76.7,81.0,80.0,32.166666666666664,2621.065,1011.92,Hot
2016-01-31,80.0,42.0,25.0,51.0,12.0,80.0,31.72,24.0,27.78,31.17,76.5,84.3,0.27,12.5,13.1,294.4,69.1,8,17.7,71.0,Moderate,1,6,True,80.0,31.39,83.5,77.0,81.0,32.166666666666664,2673.9959999999996,905.2099999999999,Hot
2016-02-01,71.0,42.0,22.0,49.0,11.0,71.0,30.72,24.0,27.17,30.06,76.4,86.7,1.953,16.67,12.8,290.2,76.6,8,18.4,52.0,Moderate,2,0,False,80.0,31.72,84.3,83.0,77.0,31.276666666666667,2663.424,980.48,Hot
2016-02-02,52.0,40.0,29.0,51.0,17.0,52.0,31.0,24.67,27.44,30.28,76.6,86.1,0.724,20.83,11.8,290.0,74.4,8,18.5,57.0,Moderate,2,1,False,71.0,30.72,86.7,80.0,67.66666666666667,31.146666666666665,2669.1,877.9200000000001,Hot
2016-02-03,41.0,43.0,27.0,57.0,15.0,57.0,31.72,25.0,28.22,31.39,74.6,77.1,0.0,0.0,11.4,269.1,66.3,7,11.8,68.0,Moderate,2,2,False,52.0,31.0,86.1,80.0,60.0,31.146666666666665,2445.6119999999996,755.8199999999999,Hot
2016-02-04,68.0,45.0,25.0,60.0,18.0,68.0,31.0,25.0,28.06,31.89,76.1,81.7,0.043,8.33,10.8,272.6,62.3,4,11.9,61.0,Moderate,2,3,False,57.0,31.72,77.1,71.0,59.0,31.24,2532.7000000000003,672.84,Hot
2016-02-05,61.0,45.0,27.0,60.0,17.0,61.0,31.72,25.72,28.39,32.61,76.5,81.0,0.116,12.5,9.4,286.6,67.8,8,16.4,87.0,Moderate,2,4,False,68.0,31.0,81.7,52.0,62.0,31.48,2569.3199999999997,637.32,Hot
2016-02-06,65.0,45.0,35.0,87.0,17.0,87.0,33.0,25.0,28.39,32.61,77.0,82.9,0.282,8.33,12.5,290.0,62.1,8,18.8,64.0,Moderate,2,5,True,61.0,31.72,81.0,57.0,72.0,31.906666666666666,2735.7000000000003,776.25,Hot
2016-02-07,64.0,39.0,38.0,59.0,11.0,64.0,32.39,25.28,28.06,32.06,77.3,85.2,0.168,16.67,11.3,288.7,71.6,6,14.1,49.0,Good,2,6,True,87.0,33.0,82.9,68.0,70.66666666666667,32.37,2759.628,809.08,Hot
2016-02-08,49.0,40.0,27.0,48.0,10.0,49.0,30.0,25.0,27.11,30.06,77.5,90.1,0.477,16.67,15.0,278.2,73.3,7,16.6,53.0,Moderate,2,0,False,64.0,32.39,85.2,61.0,66.66666666666667,31.796666666666667,2703.0,1099.5,Hot
2016-02-09,22.0,41.0,19.0,53.0,7.0,53.0,30.72,24.0,26.56,28.33,76.1,89.0,1.995,16.67,15.9,266.2,66.0,6,13.2,44.0,Good,2,1,False,49.0,30.0,90.1,87.0,55.333333333333336,31.036666666666665,2734.08,1049.4,Hot
2016-02-10,39.0,43.0,30.0,44.0,10.0,44.0,29.72,24.56,26.83,28.94,75.9,86.6,0.028,4.17,10.0,265.7,64.1,5,9.2,65.0,Moderate,2,2,False,53.0,30.72,89.0,64.0,48.666666666666664,30.146666666666665,2573.752,641.0,Warm
2016-02-11,53.0,43.0,51.0,65.0,11.0,65.0,30.0,25.0,26.78,28.56,75.5,86.2,0.515,4.17,14.8,254.0,68.7,3,7.1,52.0,Moderate,2,3,False,44.0,29.72,86.6,49.0,54.0,30.146666666666665,2586.0,1016.7600000000001,Hot
2016-02-12,46.0,43.0,40.0,52.0,15.0,52.0,29.72,24.28,26.28,27.72,76.0,90.2,0.544,12.5,8.2,258.6,67.3,4,7.9,114.0,Unhealthy,2,4,False,65.0,30.0,86.2,53.0,53.666666666666664,29.813333333333333,2680.744,551.8599999999999,Warm
2016-02-13,73.0,31.0,99.0,114.0,23.0,114.0,31.39,24.28,27.83,31.06,76.2,83.7,0.023,4.17,8.0,64.0,67.9,7,12.0,96.0,Moderate,2,5,True,52.0,29.72,90.2,44.0,77.0,30.37,2627.3430000000003,543.2,Hot
2016-02-14,68.0,28.0,54.0,96.0,15.0,96.0,32.39,25.0,27.17,28.94,75.8,85.1,0.185,12.5,20.0,253.8,69.1,10,21.9,63.0,Moderate,2,6,True,114.0,31.39,83.7,65.0,87.33333333333333,31.166666666666668,2756.3889999999997,1382.0,Hot
2016-02-15,55.0,28.0,44.0,63.0,12.0,63.0,32.39,24.0,27.83,31.39,76.8,85.3,0.004,4.17,10.3,295.1,60.8,8,19.0,84.0,Moderate,2,0,False,96.0,32.39,85.1,52.0,91.0,32.056666666666665,2762.8669999999997,626.24,Hot
2016-02-16,84.0,28.0,33.0,52.0,15.0,84.0,30.39,24.0,27.67,31.28,76.2,83.5,0.009,4.17,10.1,331.7,52.6,7,15.8,71.0,Moderate,2,1,False,63.0,32.39,85.3,114.0,81.0,31.723333333333333,2537.565,531.26,Hot
2016-02-17,71.0,27.0,33.0,58.0,11.0,71.0,29.61,24.28,26.67,28.78,76.2,88.6,2.098,20.83,9.2,248.0,63.0,8,16.6,72.0,Moderate,2,2,False,84.0,30.39,83.5,96.0,72.66666666666667,30.796666666666667,2623.446,579.5999999999999,Warm
2016-02-18,64.0,28.0,72.0,65.0,16.0,72.0,31.72,24.0,27.94,31.0,75.8,81.8,0.0,0.0,13.8,269.0,55.5,8,19.6,85.0,Moderate,2,3,False,71.0,29.61,88.6,63.0,75.66666666666667,30.573333333333334,2594.696,765.9000000000001,Hot
2016-02-19,78.0,27.0,56.0,85.0,16.0,85.0,31.0,25.28,28.44,32.56,76.4,80.6,0.008,4.17,11.4,328.9,52.3,9,21.6,78.0,Moderate,2,4,False,72.0,31.72,81.8,84.0,76.0,30.776666666666667,2498.6,596.22,Hot
2016-02-20,78.0,27.0,47.0,68.0,15.0,78.0,30.72,25.0,28.0,31.89,76.5,82.9,0.001,4.17,9.5,307.1,58.1,9,20.9,83.0,Moderate,2,5,True,85.0,31.0,80.6,71.0,78.33333333333333,31.146666666666665,2546.688,551.95,Hot
2016-02-21,83.0,27.0,42.0,65.0,14.0,83.0,31.0,26.0,28.0,31.61,76.2,82.2,0.04,4.17,12.1,293.8,65.9,7,15.5,65.0,Moderate,2,6,True,78.0,30.72,82.9,72.0,82.0,30.906666666666666,2548.2000000000003,797.3900000000001,Hot
2016-02-22,65.0,26.0,42.0,64.0,13.0,65.0,31.39,26.0,28.39,32.67,76.4,81.0,0.004,4.17,9.0,311.2,65.8,8,16.9,79.0,Moderate,2,0,False,83.0,31.0,82.2,85.0,75.33333333333333,31.036666666666665,2542.59,592.1999999999999,Hot
2016-02-23,63.0,27.0,39.0,79.0,21.0,79.0,31.72,26.0,28.33,32.17,76.0,80.1,0.005,4.17,13.9,290.0,68.9,9,20.1,66.0,Moderate,2,1,False,65.0,31.39,81.0,78.0,75.66666666666667,31.37,2540.772,957.7100000000002,Hot
2016-02-24,66.0,27.0,33.0,60.0,14.0,66.0,30.0,24.0,27.89,32.0,76.6,83.7,0.073,8.33,15.0,309.3,69.6,6,15.2,62.0,Moderate,2,2,False,79.0,31.72,80.1,83.0,70.0,31.036666666666665,2511.0,1044.0,Hot
2016-02-25,46.0,26.0,33.0,62.0,15.0,62.0,29.89,24.0,26.28,27.94,76.6,92.1,5.314,25.0,13.9,306.5,80.0,8,16.7,57.0,Moderate,2,3,False,66.0,30.0,83.7,65.0,69.0,30.536666666666665,2752.8689999999997,1112.0,Warm
2016-02-26,49.0,27.0,32.0,57.0,18.0,57.0,30.39,24.0,27.0,29.11,75.3,85.2,4.011,16.67,8.1,285.1,69.8,8,18.6,57.0,Moderate,2,4,False,62.0,29.89,92.1,79.0,61.666666666666664,30.093333333333334,2589.228,565.38,Hot
2016-02-27,55.0,27.0,37.0,57.0,12.0,57.0,31.72,25.0,28.39,32.0,75.5,78.7,0.011,12.5,8.1,318.7,67.3,7,19.4,70.0,Moderate,2,5,True,57.0,30.39,85.2,66.0,58.666666666666664,30.666666666666668,2496.364,545.13,Hot
2016-02-28,46.0,26.0,26.0,70.0,12.0,70.0,29.0,24.0,26.78,29.56,77.1,90.7,2.322,20.83,11.4,270.9,76.8,2,5.4,60.0,Moderate,2,6,True,57.0,31.72,78.7,62.0,61.333333333333336,30.37,2630.3,875.52,Warm
2016-02-29,53.0,26.0,30.0,60.0,15.0,60.0,30.39,24.83,26.56,28.39,76.6,90.5,0.52,29.17,15.9,293.6,77.8,5,12.3,59.0,Moderate,2,0,False,70.0,29.0,90.7,57.0,62.333333333333336,30.37,2750.295,1237.02,Hot
2016-03-01,27.0,26.0,27.0,59.0,11.0,59.0,30.11,24.0,27.06,29.78,76.0,86.5,0.536,20.83,10.3,305.9,75.1,5,11.7,52.0,Moderate,3,1,False,60.0,30.39,90.5,57.0,63.0,29.833333333333332,2604.515,773.53,Hot
2016-03-02,52.0,26.0,32.0,51.0,14.0,52.0,30.33,25.0,27.22,30.11,76.7,87.1,1.184,16.67,12.8,298.4,69.0,8,16.0,54.0,Moderate,3,2,False,59.0,30.11,86.5,70.0,57.0,30.276666666666667,2641.7429999999995,883.2,Hot
2016-03-03,52.0,26.0,54.0,52.0,16.0,54.0,31.56,24.0,28.06,31.67,76.2,82.0,0.209,12.5,12.6,304.1,56.9,8,18.3,68.0,Moderate,3,3,False,52.0,30.33,87.1,60.0,55.0,30.666666666666668,2587.92,716.9399999999999,Hot
2016-03-04,68.0,26.0,40.0,54.0,12.0,68.0,31.39,25.22,28.44,32.83,76.9,82.1,0.499,16.67,11.2,299.5,62.8,8,19.1,58.0,Moderate,3,4,False,54.0,31.56,82.0,59.0,58.0,31.093333333333334,2577.1189999999997,703.3599999999999,Hot
2016-03-05,53.0,26.0,30.0,58.0,12.0,58.0,31.72,25.0,28.11,32.0,76.8,83.4,1.29,12.5,9.2,306.7,73.8,7,16.7,80.0,Moderate,3,5,True,68.0,31.39,82.1,52.0,60.0,31.55666666666667,2645.448,678.9599999999999,Hot
2016-03-06,80.0,26.0,43.0,72.0,16.0,80.0,32.39,25.28,28.22,31.83,77.0,83.7,0.469,16.67,10.0,310.0,68.0,9,20.7,102.0,Unhealthy,3,6,True,58.0,31.72,83.4,54.0,68.66666666666667,31.833333333333332,2711.043,680.0,Hot
2016-03-07,54.0,26.0,31.0,102.0,18.0,102.0,32.39,25.0,28.67,33.17,77.2,82.1,0.0,0.0,9.6,9.4,49.9,9,23.5,81.0,Moderate,3,0,False,80.0,32.39,83.7,68.0,80.0,32.166666666666664,2659.219,479.03999999999996,Hot
2016-03-08,74.0,26.0,28.0,81.0,17.0,81.0,31.83,26.0,28.61,33.78,77.4,82.4,0.195,12.5,8.9,267.3,56.3,8,19.3,99.0,Moderate,3,1,False,102.0,32.39,82.1,58.0,87.66666666666667,32.20333333333333,2622.792,501.07,Hot
2016-03-09,80.0,26.0,39.0,99.0,18.0,99.0,32.72,25.28,28.94,33.44,76.5,79.0,0.028,8.33,12.5,313.5,49.5,8,18.2,133.0,Unhealthy,3,2,False,81.0,31.83,82.4,80.0,94.0,32.31333333333333,2584.88,618.75,Hot
2016-03-10,71.0,26.0,39.0,133.0,25.0,133.0,32.72,25.0,28.94,33.67,77.1,80.6,0.001,4.17,13.6,321.9,59.3,9,21.7,98.0,Moderate,3,3,False,99.0,32.72,79.0,102.0,104.33333333333333,32.42333333333333,2637.2319999999995,806.4799999999999,Hot
2016-03-11,65.0,26.0,33.0,98.0,20.0,98.0,32.39,25.67,28.56,32.89,76.4,80.1,0.039,8.33,9.2,308.7,63.5,7,19.4,109.0,Unhealthy,3,4,False,133.0,32.72,80.6,81.0,110.0,32.61,2594.439,584.1999999999999,Hot
2016-03-12,61.0,26.0,36.0,109.0,24.0,109.0,32.72,25.28,28.89,33.11,75.4,76.0,0.035,4.17,13.5,255.8,54.4,8,18.9,78.0,Moderate,3,5,True,98.0,32.39,80.1,99.0,113.33333333333333,32.61,2486.72,734.4,Hot
2016-03-13,65.0,26.0,35.0,78.0,15.0,78.0,32.72,25.28,28.83,33.17,75.9,77.6,0.0,0.0,10.0,276.4,44.4,8,19.4,74.0,Moderate,3,6,True,109.0,32.72,76.0,133.0,95.0,32.61,2539.0719999999997,444.0,Hot
2016-03-14,74.0,26.0,43.0,71.0,21.0,74.0,31.72,26.17,28.78,33.78,76.7,79.6,0.114,4.17,11.7,304.1,59.5,9,20.6,173.0,Unhealthy,3,0,False,78.0,32.72,77.6,98.0,87.0,32.38666666666666,2524.912,696.15,Hot
2016-03-15,71.0,26.0,37.0,173.0,20.0,173.0,33.11,25.0,27.67,30.17,76.1,84.0,1.586,12.5,10.6,1.9,60.8,9,23.5,119.0,Unhealthy,3,1,False,74.0,31.72,79.6,109.0,108.33333333333333,32.516666666666666,2781.24,644.4799999999999,Hot
2016-03-16,60.0,26.0,40.0,119.0,19.0,119.0,32.67,25.0,28.56,32.89,77.4,83.3,0.197,8.33,9.1,300.3,61.4,9,18.9,120.0,Unhealthy,3,2,False,173.0,33.11,84.0,78.0,122.0,32.5,2721.411,558.74,Hot
2016-03-17,64.0,26.0,30.0,120.0,16.0,120.0,33.39,26.0,29.17,34.28,77.4,80.5,0.348,8.33,10.7,312.4,52.0,8,20.8,61.0,Moderate,3,3,False,119.0,32.67,83.3,74.0,137.33333333333334,33.056666666666665,2687.895,556.4,Hot
2016-03-18,55.0,26.0,44.0,61.0,15.0,61.0,30.39,26.0,28.0,32.0,76.9,83.9,0.118,4.17,9.0,295.4,60.6,6,11.7,91.0,Moderate,3,4,False,120.0,33.39,80.5,173.0,100.0,32.15,2549.721,545.4,Hot
2016-03-19,65.0,26.0,26.0,91.0,14.0,91.0,32.39,26.0,29.0,34.33,77.7,81.6,0.008,4.17,11.2,326.3,61.9,8,19.5,91.0,Moderate,3,5,True,61.0,30.39,83.9,119.0,90.66666666666667,32.056666666666665,2643.024,693.28,Hot
2016-03-20,62.0,26.0,30.0,91.0,11.0,91.0,33.0,26.11,28.78,34.33,78.9,85.8,3.455,12.5,13.9,324.1,57.6,8,18.2,66.0,Moderate,3,6,True,91.0,32.39,81.6,120.0,81.0,31.926666666666666,2831.4,800.64,Hot
2016-03-21,66.0,26.0,35.0,63.0,14.0,66.0,30.56,25.83,28.44,34.0,78.4,85.7,0.008,8.33,5.8,279.7,68.4,7,15.0,76.0,Moderate,3,0,False,91.0,33.0,85.8,61.0,82.66666666666667,31.983333333333334,2618.992,396.72,Hot
2016-03-22,76.0,26.0,45.0,74.0,21.0,76.0,32.0,25.0,27.72,30.89,77.0,86.0,0.473,12.5,13.5,269.4,58.5,7,13.6,74.0,Moderate,3,1,False,66.0,30.56,85.7,91.0,77.66666666666667,31.853333333333335,2752.0,789.75,Hot
2016-03-23,39.0,26.0,25.0,74.0,10.0,74.0,31.67,24.94,27.72,30.5,75.2,81.2,0.51,37.5,14.1,256.8,46.6,8,15.1,122.0,Unhealthy,3,2,False,76.0,32.0,86.0,91.0,72.0,31.41,2571.6040000000003,657.0600000000001,Hot
2016-03-24,52.0,26.0,27.0,122.0,14.0,122.0,33.39,25.0,28.89,32.44,74.6,74.5,0.0,0.0,12.1,77.5,60.1,8,19.3,136.0,Unhealthy,3,3,False,74.0,31.67,81.2,66.0,90.66666666666667,32.35333333333333,2487.555,727.21,Hot
2016-03-25,72.0,26.0,50.0,136.0,15.0,136.0,32.0,26.28,28.5,33.28,76.7,81.0,0.0,0.0,10.3,175.4,66.3,8,16.2,128.0,Unhealthy,3,4,False,122.0,33.39,74.5,76.0,110.66666666666667,32.35333333333333,2592.0,682.89,Hot
2016-03-26,72.0,26.0,55.0,128.0,16.0,128.0,31.39,24.28,27.89,31.61,76.6,83.7,0.393,12.5,10.0,356.9,57.6,7,15.8,88.0,Moderate,3,5,True,136.0,32.0,81.0,74.0,128.66666666666666,32.26,2627.3430000000003,576.0,Hot
2016-03-27,63.0,26.0,53.0,88.0,20.0,88.0,31.72,25.28,28.78,33.06,76.2,78.8,0.0,0.0,10.1,337.8,41.7,9,22.2,63.0,Moderate,3,6,True,128.0,31.39,83.7,122.0,117.33333333333333,31.703333333333333,2499.5359999999996,421.17,Hot
2016-03-28,63.0,21.0,38.0,63.0,11.0,63.0,31.67,24.0,28.67,33.17,76.1,78.8,0.0,0.0,11.1,301.1,50.2,8,20.5,93.0,Moderate,3,0,False,88.0,31.72,78.8,136.0,93.0,31.593333333333334,2495.596,557.22,Hot
2016-03-29,58.0,26.0,30.0,93.0,12.0,93.0,31.72,25.39,28.06,31.28,75.5,80.1,2.203,16.67,15.2,286.7,61.7,7,16.3,74.0,Moderate,3,1,False,63.0,31.67,78.8,128.0,81.33333333333333,31.703333333333333,2540.772,937.84,Hot
2016-03-30,74.0,27.0,50.0,64.0,20.0,74.0,29.72,25.0,27.83,31.39,75.7,81.3,0.0,0.0,7.8,311.7,63.3,5,14.8,81.0,Moderate,3,2,False,93.0,31.72,80.1,88.0,76.66666666666667,31.036666666666665,2416.236,493.73999999999995,Warm
2016-03-31,81.0,26.0,52.0,64.0,13.0,81.0,29.72,26.0,27.61,31.22,76.7,84.9,0.244,12.5,8.1,340.3,62.1,8,17.2,84.0,Moderate,3,3,False,74.0,29.72,81.3,63.0,82.66666666666667,30.386666666666667,2523.228,503.01,Warm
2016-04-01,81.0,27.0,66.0,84.0,17.0,84.0,32.39,25.0,28.28,31.67,75.8,80.3,0.003,4.17,9.2,340.8,57.1,8,16.7,102.0,Unhealthy,4,4,False,81.0,29.72,84.9,93.0,79.66666666666667,30.61,2600.917,525.3199999999999,Hot
2016-04-02,57.0,26.0,37.0,102.0,13.0,102.0,33.11,25.0,28.06,31.11,75.6,80.9,0.001,4.17,10.4,345.4,57.1,8,17.0,80.0,Moderate,4,5,True,84.0,32.39,80.3,74.0,89.0,31.74,2678.599,593.84,Hot
2016-04-03,58.0,27.0,48.0,80.0,15.0,80.0,33.11,25.0,29.06,33.22,75.9,76.8,0.0,0.0,17.8,32.0,43.7,9,21.7,66.0,Moderate,4,6,True,102.0,33.11,80.9,81.0,88.66666666666667,32.87,2542.848,777.8600000000001,Hot
2016-04-04,50.0,27.0,39.0,66.0,11.0,66.0,34.11,25.72,29.5,34.11,75.8,74.9,0.003,8.33,15.0,88.9,50.5,9,20.4,66.0,Moderate,4,0,False,80.0,33.11,76.8,84.0,82.66666666666667,33.443333333333335,2554.839,757.5,Very Hot
2016-04-05,54.0,27.0,40.0,66.0,11.0,66.0,33.33,25.44,29.61,34.61,76.4,75.9,0.008,4.17,12.1,99.1,62.0,8,19.2,98.0,Moderate,4,1,False,66.0,34.11,74.9,102.0,70.66666666666667,33.516666666666666,2529.747,750.1999999999999,Hot
2016-04-06,67.0,27.0,42.0,98.0,12.0,98.0,33.72,26.0,29.56,33.94,75.7,74.5,0.0,0.0,14.2,61.8,52.4,9,21.7,77.0,Moderate,4,2,False,66.0,33.33,75.9,80.0,76.66666666666667,33.72,2512.14,744.0799999999999,Hot
2016-04-07,64.0,27.0,44.0,77.0,16.0,77.0,33.06,25.72,29.44,34.33,76.6,76.9,0.002,4.17,10.4,70.6,48.9,8,20.1,65.0,Moderate,4,3,False,98.0,33.72,74.5,66.0,80.33333333333333,33.37,2542.3140000000003,508.56,Hot
