date,pm10,so2,co,o3,no2,max,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,cloudcover,uvindex,solarenergy,next_day_aqi,aqi_category,month,day_of_week,dayofweek,is_weekend
2018-08-30,85.0,31.0,17.0,153.0,16.0,153.0,33.72,25.28,29.0,31.56,71.7,67.5,0.0,0.0,15.7,55.5,41.4,9,22.5,130.0,Unhealthy,8,3,3,False
2018-08-31,65.0,30.0,18.0,130.0,11.0,130.0,33.72,24.28,28.72,30.94,71.2,67.4,0.0,0.0,16.6,73.2,40.1,8,20.9,145.0,Unhealthy,8,4,4,False
2018-09-01,68.0,29.0,20.0,145.0,13.0,145.0,34.0,24.0,28.06,30.11,72.1,72.4,0.429,4.17,11.8,341.8,50.3,8,20.1,136.0,Unhealthy,9,5,5,True
2018-09-02,73.0,30.0,20.0,136.0,11.0,136.0,32.72,23.61,27.5,29.17,72.9,76.8,0.691,4.17,14.2,35.8,51.8,9,19.6,175.0,Unhealthy,9,6,6,True
2018-09-03,62.0,37.0,23.0,175.0,24.0,175.0,33.0,24.28,28.11,30.44,73.2,74.8,0.0,0.0,10.2,347.8,44.4,10,23.3,217.0,Very Unhealthy,9,0,0,False
2018-09-04,52.0,37.0,22.0,217.0,24.0,217.0,32.72,24.0,28.06,29.28,67.8,62.2,0.0,0.0,11.4,267.2,43.8,10,23.2,140.0,Unhealthy,9,1,1,False
2018-09-05,53.0,31.0,15.0,140.0,24.0,140.0,32.28,24.0,28.17,29.39,68.4,63.0,0.0,0.0,10.7,217.4,49.9,9,21.8,148.0,Unhealthy,9,2,2,False
2018-09-06,82.0,44.0,25.0,148.0,17.0,148.0,34.0,25.0,28.89,30.83,71.2,67.4,0.0,0.0,13.9,72.8,46.2,9,20.4,147.0,Unhealthy,9,3,3,False
2018-09-07,69.0,33.0,21.0,147.0,10.0,147.0,33.72,24.0,28.83,30.72,71.0,67.5,0.001,4.17,14.5,99.1,47.1,9,21.6,175.0,Unhealthy,9,4,4,False
2018-09-08,51.0,33.0,19.0,175.0,16.0,175.0,34.39,25.0,28.89,30.78,70.8,66.6,0.0,0.0,13.9,13.8,45.1,9,21.5,126.0,Unhealthy,9,5,5,True
2018-09-09,81.0,34.0,30.0,126.0,16.0,126.0,35.0,24.0,29.17,30.17,67.8,60.6,0.0,0.0,16.2,73.8,34.4,9,23.3,132.0,Unhealthy,9,6,6,True
2018-09-10,69.0,33.0,20.0,132.0,12.0,132.0,35.0,23.72,29.33,30.56,67.4,58.6,0.0,0.0,16.7,105.0,35.6,9,24.4,102.0,Unhealthy,9,0,0,False
2018-09-11,63.0,33.0,16.0,102.0,11.0,102.0,34.72,25.0,29.28,30.56,69.2,63.1,0.0,0.0,18.7,76.3,42.8,10,24.7,164.0,Unhealthy,9,1,1,False
2018-09-12,61.0,32.0,16.0,164.0,13.0,164.0,33.72,24.72,29.17,31.17,69.7,62.7,0.0,0.0,11.3,303.3,46.7,10,24.3,190.0,Unhealthy,9,2,2,False
2018-09-13,70.0,46.0,19.0,190.0,13.0,190.0,32.72,23.28,28.33,29.61,68.4,62.9,0.0,0.0,11.2,6.4,44.4,9,23.3,233.0,Very Unhealthy,9,3,3,False
2018-09-14,62.0,44.0,18.0,233.0,17.0,233.0,32.39,23.72,27.94,28.89,68.1,64.2,0.0,0.0,9.8,262.0,42.9,9,23.7,196.0,Unhealthy,9,4,4,False
2018-09-15,68.0,37.0,17.0,196.0,23.0,196.0,32.78,23.0,28.17,29.72,69.3,65.4,0.0,0.0,10.3,319.1,50.8,9,22.1,119.0,Unhealthy,9,5,5,True
2018-09-16,82.0,34.0,15.0,119.0,11.0,119.0,34.28,24.0,28.83,29.22,64.7,55.2,0.0,0.0,17.8,82.6,42.3,9,23.2,83.0,Moderate,9,6,6,True
2018-09-17,62.0,33.0,17.0,83.0,14.0,83.0,35.67,23.0,29.0,29.22,63.6,53.3,0.0,0.0,19.7,74.5,32.0,10,26.3,141.0,Unhealthy,9,0,0,False
2018-09-18,64.0,32.0,18.0,141.0,11.0,141.0,35.0,25.0,29.56,30.33,66.3,55.6,0.0,0.0,16.0,69.6,40.9,10,23.8,85.0,Moderate,9,1,1,False
2018-09-19,58.0,34.0,16.0,85.0,11.0,85.0,31.39,26.39,28.67,31.11,70.3,64.5,0.0,0.0,14.7,79.6,56.9,5,12.6,77.0,Moderate,9,2,2,False
2018-09-20,70.0,34.0,19.0,77.0,12.0,77.0,32.78,25.0,29.0,31.28,70.9,65.4,0.004,8.33,13.5,92.3,54.0,9,17.2,80.0,Moderate,9,3,3,False
2018-09-21,80.0,33.0,34.0,75.0,12.0,80.0,28.28,24.61,27.11,29.28,72.8,76.8,1.407,8.33,7.1,20.7,60.4,8,16.4,157.0,Unhealthy,9,4,4,False
2018-09-22,58.0,33.0,25.0,157.0,13.0,157.0,34.11,24.61,28.89,30.78,70.5,65.6,0.0,0.0,14.2,41.5,40.0,10,23.8,130.0,Unhealthy,9,5,5,True
2018-09-23,84.0,33.0,29.0,130.0,14.0,130.0,33.72,25.61,29.11,31.83,71.5,66.4,0.0,0.0,12.8,59.7,50.9,9,21.9,152.0,Unhealthy,9,6,6,True
2018-09-24,69.0,33.0,25.0,152.0,21.0,152.0,34.39,23.61,28.94,30.67,69.6,63.6,0.0,0.0,12.0,65.3,35.9,10,24.5,197.0,Unhealthy,9,0,0,False
2018-09-25,78.0,32.0,31.0,197.0,16.0,197.0,33.72,24.28,29.0,30.94,69.8,63.5,0.0,0.0,13.3,338.5,39.9,10,24.8,202.0,Very Unhealthy,9,1,1,False
2018-09-26,94.0,50.0,26.0,202.0,21.0,202.0,33.39,23.89,29.0,31.11,71.0,65.9,0.0,0.0,11.1,43.4,41.1,10,24.1,146.0,Unhealthy,9,2,2,False
2018-09-27,72.0,37.0,21.0,146.0,18.0,146.0,33.0,25.28,28.67,31.67,73.3,72.2,0.001,4.17,10.3,335.6,49.9,10,23.7,194.0,Unhealthy,9,3,3,False
2018-09-28,70.0,33.0,22.0,194.0,17.0,194.0,34.39,24.61,29.28,30.94,69.8,63.3,0.0,0.0,15.0,59.7,40.2,10,23.6,165.0,Unhealthy,9,4,4,False
2018-09-29,62.0,33.0,21.0,165.0,15.0,165.0,34.0,24.28,29.11,30.83,69.0,61.4,0.0,0.0,10.7,2.4,40.7,9,23.5,145.0,Unhealthy,9,5,5,True
2018-09-30,63.0,32.0,20.0,145.0,11.0,145.0,33.72,25.0,29.5,31.78,70.5,63.0,0.0,0.0,12.8,50.5,41.4,10,25.7,124.0,Unhealthy,9,6,6,True
2018-10-01,92.0,33.0,17.0,124.0,12.0,124.0,33.72,25.28,29.28,32.22,72.5,68.2,0.0,0.0,14.2,33.2,42.3,8,23.0,88.0,Moderate,10,0,0,False
2018-10-02,76.0,41.0,22.0,88.0,21.0,88.0,33.0,24.0,28.94,32.17,73.3,71.3,0.0,0.0,10.7,37.4,41.7,10,24.8,144.0,Unhealthy,10,1,1,False
2018-10-03,70.0,32.0,20.0,144.0,11.0,144.0,33.72,26.28,29.72,33.44,73.6,68.5,0.0,0.0,12.1,14.0,47.0,9,21.1,109.0,Unhealthy,10,2,2,False
2018-10-04,73.0,32.0,24.0,109.0,11.0,109.0,33.72,26.28,29.83,33.78,73.7,68.9,0.0,0.0,14.9,53.4,44.3,9,22.0,146.0,Unhealthy,10,3,3,False
2018-10-05,67.0,34.0,18.0,146.0,13.0,146.0,34.72,26.61,30.17,33.83,73.2,66.7,0.0,0.0,13.9,83.6,41.0,10,23.8,123.0,Unhealthy,10,4,4,False
2018-10-06,70.0,33.0,21.0,123.0,12.0,123.0,34.39,26.28,30.06,33.06,71.6,63.6,0.0,0.0,14.5,58.6,41.1,10,24.9,128.0,Unhealthy,10,5,5,True
2018-10-07,87.0,34.0,22.0,128.0,12.0,128.0,35.33,25.28,30.06,31.61,68.0,57.9,0.0,0.0,16.7,90.7,33.4,9,23.6,185.0,Unhealthy,10,6,6,True
2018-10-08,66.0,34.0,19.0,185.0,12.0,185.0,35.11,25.0,29.83,31.39,67.9,57.5,0.0,0.0,17.2,95.1,32.5,10,26.9,173.0,Unhealthy,10,0,0,False
2018-10-09,62.0,34.0,19.0,173.0,11.0,173.0,35.72,25.28,30.39,31.78,67.2,55.4,0.0,0.0,16.1,54.6,39.0,9,24.5,190.0,Unhealthy,10,1,1,False
2018-10-10,79.0,36.0,24.0,190.0,18.0,190.0,33.72,25.28,29.61,32.56,71.5,64.3,0.0,0.0,10.7,348.3,43.3,10,24.9,149.0,Unhealthy,10,2,2,False
2018-10-11,81.0,36.0,17.0,149.0,13.0,149.0,34.39,26.28,30.22,33.22,71.1,61.8,0.0,0.0,12.5,53.7,40.5,10,23.6,118.0,Unhealthy,10,3,3,False
2018-10-12,77.0,35.0,22.0,118.0,16.0,118.0,33.72,25.61,29.78,33.28,72.6,66.1,0.0,0.0,9.8,359.8,43.4,9,22.4,189.0,Unhealthy,10,4,4,False
2018-10-13,64.0,35.0,20.0,189.0,25.0,189.0,33.72,26.0,29.83,32.5,71.0,62.8,0.0,0.0,11.8,11.5,48.2,8,20.0,138.0,Unhealthy,10,5,5,True
2018-10-14,86.0,35.0,20.0,138.0,16.0,138.0,33.72,26.0,29.72,32.94,72.3,65.8,0.0,0.0,13.4,85.0,50.1,8,21.6,119.0,Unhealthy,10,6,6,True
2018-10-15,73.0,33.0,19.0,119.0,12.0,119.0,33.72,26.0,29.61,33.17,73.5,68.9,0.005,8.33,11.1,5.9,48.5,9,22.2,210.0,Very Unhealthy,10,0,0,False
2018-10-16,74.0,33.0,23.0,210.0,19.0,210.0,33.72,25.28,29.33,32.56,73.6,70.5,0.0,0.0,10.3,328.2,43.4,10,23.5,217.0,Very Unhealthy,10,1,1,False
2018-10-17,75.0,34.0,23.0,217.0,19.0,217.0,34.0,25.61,29.67,32.83,72.5,66.5,0.0,0.0,9.5,322.2,44.0,9,24.0,207.0,Very Unhealthy,10,2,2,False
2018-10-18,72.0,36.0,20.0,207.0,22.0,207.0,34.72,25.44,29.39,32.17,71.9,66.5,0.564,8.33,9.8,202.3,47.9,9,22.2,146.0,Unhealthy,10,3,3,False
2018-10-19,66.0,30.0,23.0,146.0,17.0,146.0,33.72,24.94,29.06,31.78,72.3,68.5,0.009,8.33,12.1,16.8,48.8,8,20.2,212.0,Very Unhealthy,10,4,4,False
2018-10-20,57.0,31.0,18.0,212.0,14.0,212.0,34.72,25.28,29.28,32.33,72.7,68.5,0.001,4.17,12.5,231.1,45.8,9,22.1,139.0,Unhealthy,10,5,5,True
2018-10-21,65.0,33.0,22.0,139.0,17.0,139.0,34.72,26.0,30.06,33.83,73.2,66.7,0.0,0.0,17.2,82.6,42.3,10,25.6,150.0,Unhealthy,10,6,6,True
2018-10-22,71.0,28.0,21.0,150.0,12.0,150.0,34.0,26.94,29.83,33.78,73.6,68.2,0.001,4.17,13.9,88.5,44.3,9,24.6,148.0,Unhealthy,10,0,0,False
2018-10-23,44.0,26.0,19.0,148.0,16.0,148.0,32.94,24.0,27.5,29.67,73.2,77.2,0.802,4.17,11.4,265.8,53.3,9,19.9,139.0,Unhealthy,10,1,1,False
2018-10-24,73.0,35.0,31.0,139.0,21.0,139.0,34.0,26.0,29.33,32.22,73.3,69.6,0.023,4.17,12.8,257.2,47.4,9,23.0,97.0,Moderate,10,2,2,False
2018-10-25,67.0,30.0,25.0,97.0,19.0,97.0,34.0,25.94,29.67,33.28,73.4,68.5,0.001,4.17,12.8,71.9,43.9,9,23.8,119.0,Unhealthy,10,3,3,False
2018-10-26,67.0,29.0,20.0,119.0,21.0,119.0,34.0,27.0,30.17,34.44,73.9,67.4,0.001,4.17,12.8,62.5,41.3,9,23.7,104.0,Unhealthy,10,4,4,False
2018-10-27,77.0,26.0,26.0,104.0,11.0,104.0,33.0,26.0,29.0,32.56,74.7,74.1,0.196,12.5,12.8,97.1,59.2,9,22.2,90.0,Moderate,10,5,5,True
2018-10-28,43.0,23.0,20.0,90.0,16.0,90.0,33.0,25.0,28.94,32.39,74.9,75.0,3.132,8.33,10.3,294.9,68.3,8,21.2,85.0,Moderate,10,6,6,True
2018-10-29,49.0,25.0,24.0,85.0,13.0,85.0,33.0,25.0,28.83,32.11,75.5,77.5,0.534,8.33,9.2,21.3,61.4,8,20.4,104.0,Unhealthy,10,0,0,False
2018-10-30,61.0,31.0,25.0,104.0,10.0,104.0,33.0,26.0,28.78,32.72,75.9,78.0,0.721,4.17,11.4,23.0,54.5,8,19.1,97.0,Moderate,10,1,1,False
2018-10-31,57.0,27.0,20.0,97.0,15.0,97.0,34.0,27.0,29.72,33.11,72.7,67.6,0.0,0.0,12.8,57.1,53.7,8,20.9,95.0,Moderate,10,2,2,False
2018-11-01,74.0,27.0,35.0,95.0,16.0,95.0,34.0,27.0,29.56,33.5,73.9,70.1,0.229,4.17,11.4,64.6,54.9,9,21.9,85.0,Moderate,11,3,3,False
2018-11-02,50.0,26.0,21.0,85.0,13.0,85.0,33.0,25.06,28.89,32.11,74.6,74.8,0.552,12.5,17.2,66.9,51.1,9,23.1,173.0,Unhealthy,11,4,4,False
2018-11-03,76.0,29.0,24.0,173.0,14.0,173.0,33.0,25.0,28.78,31.78,73.6,72.7,0.002,8.33,9.2,163.2,57.6,7,17.9,110.0,Unhealthy,11,5,5,True
2018-11-04,56.0,26.0,31.0,110.0,18.0,110.0,33.0,25.0,28.67,32.17,75.1,76.5,0.002,4.17,10.3,319.5,50.9,9,19.8,101.0,Unhealthy,11,6,6,True
2018-11-05,56.0,24.0,23.0,101.0,17.0,101.0,33.0,26.0,29.28,33.56,75.4,74.9,0.0,0.0,7.3,323.2,54.4,8,19.8,122.0,Unhealthy,11,0,0,False
2018-11-06,53.0,28.0,20.0,122.0,12.0,122.0,33.28,26.0,28.61,31.94,74.2,74.8,0.001,4.17,12.9,196.7,51.0,8,19.5,96.0,Moderate,11,1,1,False
2018-11-07,59.0,28.0,26.0,96.0,30.0,96.0,32.0,25.28,28.06,31.17,74.6,77.6,0.002,8.33,8.5,242.6,58.8,5,12.4,89.0,Moderate,11,2,2,False
2018-11-08,63.0,32.0,24.0,89.0,21.0,89.0,31.0,25.28,28.0,31.5,75.4,79.9,0.023,8.33,10.1,40.0,63.9,7,14.6,98.0,Moderate,11,3,3,False
2018-11-09,61.0,24.0,22.0,98.0,16.0,98.0,30.72,24.72,27.28,29.78,75.7,84.2,0.405,12.5,8.1,337.7,66.6,5,12.4,166.0,Unhealthy,11,4,4,False
2018-11-10,60.0,24.0,36.0,166.0,19.0,166.0,32.17,24.28,27.67,29.5,74.7,80.5,0.0,0.0,9.4,268.3,50.8,8,19.2,104.0,Unhealthy,11,5,5,True
2018-11-11,71.0,40.0,35.0,104.0,16.0,104.0,32.72,25.0,27.5,29.83,75.2,82.7,0.006,8.33,9.1,210.4,55.4,6,15.0,144.0,Unhealthy,11,6,6,True
2018-11-12,66.0,24.0,31.0,144.0,15.0,144.0,32.0,24.0,28.06,31.06,75.1,79.4,0.0,0.0,10.1,345.3,58.5,5,11.5,129.0,Unhealthy,11,0,0,False
2018-11-13,66.0,23.0,31.0,129.0,23.0,129.0,32.17,25.0,28.0,30.89,74.8,78.8,0.005,4.17,8.7,249.4,53.0,8,20.3,65.0,Moderate,11,1,1,False
2018-11-14,60.0,23.0,25.0,65.0,17.0,65.0,32.89,25.0,28.78,31.28,72.7,71.1,0.0,0.0,15.0,232.2,55.1,8,18.6,51.0,Moderate,11,2,2,False
2018-11-15,40.0,23.0,20.0,51.0,8.0,51.0,35.89,25.72,29.67,32.28,71.0,63.7,0.371,4.17,13.5,228.7,50.4,10,23.9,234.0,Very Unhealthy,11,3,3,False
2018-11-16,54.0,31.0,22.0,234.0,16.0,234.0,34.83,25.0,30.28,33.5,72.1,63.6,0.0,0.0,10.1,284.1,44.3,10,25.5,145.0,Unhealthy,11,4,4,False
2018-11-17,65.0,36.0,18.0,145.0,16.0,145.0,34.0,26.0,30.0,33.22,71.7,63.3,0.0,0.0,11.1,289.9,44.8,8,21.0,120.0,Unhealthy,11,5,5,True
2018-11-18,59.0,28.0,22.0,120.0,16.0,120.0,32.5,26.0,29.11,32.06,72.3,67.9,0.0,0.0,9.2,301.3,47.7,8,17.8,90.0,Moderate,11,6,6,True
2018-11-19,81.0,25.0,31.0,90.0,17.0,90.0,33.39,25.72,28.83,31.61,73.1,71.0,0.0,0.0,9.5,37.7,50.8,8,21.6,94.0,Moderate,11,0,0,False
2018-11-20,56.0,25.0,21.0,94.0,16.0,94.0,32.72,24.0,28.28,31.28,73.4,73.7,0.0,0.0,9.1,296.1,44.8,9,21.9,163.0,Unhealthy,11,1,1,False
2018-11-21,66.0,31.0,21.0,163.0,22.0,163.0,33.06,25.0,28.5,31.17,73.1,72.4,0.001,4.17,13.1,233.7,48.2,7,19.4,129.0,Unhealthy,11,2,2,False
2018-11-22,69.0,26.0,25.0,129.0,20.0,129.0,34.28,24.0,28.33,30.61,73.4,74.5,1.816,8.33,16.4,217.4,51.0,8,23.0,203.0,Very Unhealthy,11,3,3,False
2018-11-23,66.0,27.0,26.0,203.0,22.0,203.0,33.0,25.0,28.22,30.67,73.5,74.6,0.498,8.33,9.2,312.5,47.6,8,19.9,193.0,Unhealthy,11,4,4,False
2018-11-24,61.0,24.0,38.0,193.0,22.0,193.0,32.0,25.0,28.11,30.67,73.8,75.5,0.001,4.17,10.3,301.9,52.9,7,19.3,77.0,Moderate,11,5,5,True
2018-11-25,57.0,25.0,21.0,77.0,15.0,77.0,31.56,25.0,27.56,29.83,74.2,78.7,0.002,4.17,7.1,258.6,50.3,9,20.4,90.0,Moderate,11,6,6,True
2018-11-26,73.0,24.0,26.0,90.0,20.0,90.0,30.78,24.0,26.44,28.28,74.0,83.5,1.08,20.83,12.8,108.6,63.5,6,15.4,126.0,Unhealthy,11,0,0,False
2018-11-27,63.0,24.0,28.0,126.0,19.0,126.0,31.72,24.0,27.44,29.56,73.8,78.9,0.903,12.5,10.0,16.6,60.3,9,22.0,109.0,Unhealthy,11,1,1,False
2018-11-28,63.0,26.0,22.0,109.0,17.0,109.0,32.0,25.0,28.5,31.67,74.7,76.1,0.001,4.17,10.2,112.4,48.4,6,16.2,76.0,Moderate,11,2,2,False
2018-11-29,62.0,27.0,33.0,76.0,26.0,76.0,30.83,25.0,27.83,30.83,75.1,79.9,0.045,12.5,10.3,139.1,54.4,8,20.4,131.0,Unhealthy,11,3,3,False
2018-11-30,53.0,24.0,20.0,131.0,15.0,131.0,31.0,24.61,27.83,30.44,74.6,78.9,0.253,12.5,9.5,10.3,60.9,7,17.3,112.0,Unhealthy,11,4,4,False
2018-12-01,60.0,26.0,27.0,112.0,17.0,112.0,32.0,25.0,28.39,32.06,75.5,78.6,0.0,0.0,12.8,236.9,54.5,6,14.2,132.0,Unhealthy,12,5,5,True
2018-12-02,73.0,36.0,22.0,132.0,21.0,132.0,33.0,26.28,29.56,34.39,75.3,73.1,0.0,0.0,12.8,323.8,56.8,8,21.7,97.0,Moderate,12,6,6,True
2018-12-03,65.0,31.0,21.0,97.0,20.0,97.0,31.0,25.0,27.22,29.39,74.9,82.3,0.385,16.67,11.7,115.2,71.1,8,16.9,71.0,Moderate,12,0,0,False
2018-12-04,64.0,24.0,31.0,71.0,21.0,71.0,30.33,25.0,26.89,28.67,74.2,81.7,0.08,8.33,9.2,256.3,57.3,6,13.8,81.0,Moderate,12,1,1,False
2018-12-05,62.0,25.0,33.0,81.0,22.0,81.0,32.39,24.28,27.83,30.5,74.1,77.6,0.115,12.5,13.9,34.6,55.4,8,17.9,94.0,Moderate,12,2,2,False
2018-12-06,61.0,27.0,33.0,94.0,17.0,94.0,32.0,25.0,27.78,30.17,74.0,77.6,0.157,12.5,11.4,193.2,56.1,8,20.5,134.0,Unhealthy,12,3,3,False
2018-12-07,59.0,40.0,29.0,134.0,15.0,134.0,32.72,24.28,28.5,31.33,73.3,72.8,0.001,4.17,9.2,302.1,42.7,8,19.9,134.0,Unhealthy,12,4,4,False
2018-12-08,68.0,25.0,30.0,134.0,27.0,134.0,32.72,25.0,28.67,31.83,73.3,72.0,0.0,0.0,10.3,271.1,46.2,7,17.6,104.0,Unhealthy,12,5,5,True
2018-12-09,60.0,25.0,25.0,104.0,19.0,104.0,31.11,26.0,28.39,32.28,74.8,76.2,0.0,0.0,10.3,35.3,55.4,9,21.4,137.0,Unhealthy,12,6,6,True
2018-12-10,68.0,24.0,32.0,137.0,19.0,137.0,30.83,26.0,27.94,30.89,74.0,76.5,0.005,4.17,7.8,217.1,52.0,8,20.2,123.0,Unhealthy,12,0,0,False
2018-12-11,82.0,26.0,50.0,123.0,34.0,123.0,33.06,25.0,28.28,31.28,74.2,75.9,0.014,8.33,12.8,268.3,50.9,8,18.2,214.0,Very Unhealthy,12,1,1,False
2018-12-12,58.0,26.0,31.0,214.0,22.0,214.0,33.0,24.0,27.17,29.06,73.9,80.1,0.047,12.5,16.1,231.7,55.9,7,18.0,117.0,Unhealthy,12,2,2,False
2018-12-13,52.0,26.0,24.0,117.0,26.0,117.0,33.72,24.0,28.0,30.17,73.5,75.9,0.002,4.17,12.8,254.2,47.8,9,24.0,92.0,Moderate,12,3,3,False
2018-12-14,50.0,24.0,21.0,92.0,18.0,92.0,33.33,24.28,28.56,30.89,72.5,71.1,0.0,0.0,23.0,254.9,56.5,7,17.6,47.0,Good,12,4,4,False
2018-12-15,37.0,24.0,16.0,47.0,6.0,47.0,31.17,25.0,27.78,29.94,72.3,72.9,0.236,4.17,16.7,261.0,63.0,5,8.0,63.0,Moderate,12,5,5,True
2018-12-16,46.0,25.0,11.0,63.0,9.0,63.0,34.33,26.0,28.89,31.0,70.6,65.2,0.0,0.0,26.4,246.4,55.2,9,21.4,128.0,Unhealthy,12,6,6,True
2018-12-17,41.0,30.0,12.0,128.0,12.0,128.0,33.67,26.0,29.44,32.44,71.5,64.9,0.0,0.0,13.5,251.0,44.8,9,21.6,160.0,Unhealthy,12,0,0,False
2018-12-18,51.0,27.0,16.0,160.0,14.0,160.0,32.78,25.72,28.5,30.89,72.6,71.3,0.886,4.17,16.6,289.2,51.4,9,24.8,195.0,Unhealthy,12,1,1,False
2018-12-19,62.0,27.0,24.0,195.0,19.0,195.0,32.28,24.28,28.0,30.11,72.6,73.2,0.006,8.33,12.8,255.1,45.1,8,22.2,97.0,Moderate,12,2,2,False
2018-12-20,55.0,27.0,24.0,97.0,18.0,97.0,33.61,25.0,28.89,30.89,71.2,66.8,0.0,0.0,16.1,277.5,45.4,9,23.0,64.0,Moderate,12,3,3,False
2018-12-21,41.0,25.0,19.0,64.0,17.0,64.0,31.83,24.28,28.61,31.0,71.0,66.6,0.0,0.0,11.4,280.8,46.0,9,22.4,66.0,Moderate,12,4,4,False
2018-12-22,58.0,32.0,21.0,66.0,18.0,66.0,30.28,26.0,28.06,31.17,73.3,74.1,0.0,0.0,8.1,302.3,61.5,8,19.7,48.0,Good,12,5,5,True
2018-12-23,48.0,26.0,19.0,44.0,21.0,48.0,29.72,25.0,26.72,28.0,71.7,76.0,0.001,4.17,19.0,263.8,61.8,6,14.9,45.0,Good,12,6,6,True
2018-12-24,34.0,24.0,9.0,45.0,5.0,45.0,31.83,24.0,27.78,29.78,71.7,71.5,0.0,0.0,18.3,268.8,50.7,7,16.7,70.0,Moderate,12,0,0,False
2018-12-25,29.0,24.0,7.0,70.0,4.0,70.0,30.78,24.0,26.61,27.94,72.1,77.8,0.046,12.5,16.1,265.1,60.8,4,11.0,69.0,Moderate,12,1,1,False
2018-12-26,31.0,25.0,7.0,69.0,5.0,69.0,29.61,23.0,26.28,27.39,72.1,78.9,0.047,12.5,15.0,259.2,59.2,4,10.4,55.0,Moderate,12,2,2,False
2018-12-27,29.0,25.0,15.0,55.0,6.0,55.0,32.78,24.0,27.89,29.89,71.7,71.3,0.0,0.0,17.2,261.4,52.3,8,19.0,63.0,Moderate,12,3,3,False
2018-12-28,33.0,24.0,7.0,63.0,3.0,63.0,33.0,25.0,28.5,30.89,72.4,70.6,0.0,0.0,18.3,268.8,42.4,9,22.2,50.0,Good,12,4,4,False
2018-12-29,30.0,24.0,6.0,50.0,8.0,50.0,33.11,25.0,28.78,31.83,73.2,71.4,0.0,0.0,24.2,263.0,43.7,8,21.2,53.0,Moderate,12,5,5,True
2018-12-30,48.0,12.0,6.0,53.0,4.0,53.0,33.83,26.0,29.39,32.56,73.0,68.7,0.0,0.0,26.4,261.5,48.4,8,19.8,44.0,Good,12,6,6,True
2018-12-31,44.0,18.0,6.0,43.0,4.0,44.0,32.33,23.0,27.28,29.11,71.7,73.7,0.318,12.5,18.3,259.7,62.6,8,17.9,71.0,Moderate,12,0,0,False
2019-01-01,29.0,15.0,7.0,71.0,13.0,71.0,30.33,23.0,25.56,26.56,72.2,82.7,0.737,20.83,19.7,252.6,70.7,3,7.2,79.0,Moderate,1,1,1,False
2019-01-02,24.0,17.0,6.0,79.0,6.0,79.0,32.11,25.0,27.56,29.44,73.1,76.3,0.08,16.67,17.2,262.5,65.1,7,20.8,65.0,Moderate,1,2,2,False
2019-01-03,23.0,16.0,6.0,65.0,4.0,65.0,33.0,24.0,28.0,29.72,71.1,70.3,0.016,4.17,18.3,264.3,53.6,8,17.2,64.0,Moderate,1,3,3,False
2019-01-04,42.0,18.0,10.0,64.0,11.0,64.0,33.83,23.0,28.89,30.61,69.9,64.5,0.0,0.0,15.7,261.6,35.5,9,24.5,54.0,Moderate,1,4,4,False
2019-01-05,54.0,29.0,16.0,51.0,20.0,54.0,32.28,24.61,28.72,31.67,72.1,68.8,0.002,4.17,11.4,284.8,49.7,8,22.4,105.0,Unhealthy,1,5,5,True
2019-01-06,69.0,34.0,30.0,105.0,27.0,105.0,32.33,24.28,29.0,32.11,72.9,69.8,0.0,0.0,12.8,354.8,35.8,8,22.2,132.0,Unhealthy,1,6,6,True
2019-01-07,71.0,47.0,16.0,132.0,25.0,132.0,32.72,26.0,29.33,33.56,74.9,73.1,0.0,0.0,10.3,322.0,45.5,8,18.3,143.0,Unhealthy,1,0,0,False
2019-01-08,51.0,22.0,25.0,143.0,26.0,143.0,32.72,24.28,28.22,31.0,74.1,76.0,0.498,20.83,9.2,305.4,56.9,8,20.1,198.0,Unhealthy,1,1,1,False
2019-01-09,61.0,22.0,28.0,198.0,21.0,198.0,32.11,25.28,27.94,31.28,75.0,79.0,0.708,8.33,9.2,292.7,51.7,8,20.0,128.0,Unhealthy,1,2,2,False
2019-01-10,59.0,22.0,27.0,128.0,18.0,128.0,31.11,24.0,27.56,30.22,74.5,79.7,2.072,12.5,10.1,306.1,50.6,8,21.2,91.0,Moderate,1,3,3,False
2019-01-11,63.0,23.0,28.0,91.0,13.0,91.0,32.0,26.0,28.94,32.78,74.6,73.9,0.042,8.33,10.3,313.3,47.9,10,22.7,90.0,Moderate,1,4,4,False
2019-01-12,57.0,26.0,24.0,90.0,16.0,90.0,31.72,24.0,28.44,31.89,74.3,75.1,0.669,4.17,11.3,302.6,57.0,9,19.9,119.0,Unhealthy,1,5,5,True
2019-01-13,65.0,24.0,28.0,119.0,15.0,119.0,31.72,25.0,27.5,29.78,74.8,80.9,0.311,20.83,9.5,244.4,66.3,8,17.0,99.0,Moderate,1,6,6,True
2019-01-14,65.0,25.0,32.0,99.0,18.0,99.0,29.61,24.28,26.83,28.78,74.2,82.2,0.024,4.17,9.2,288.9,63.3,4,10.2,72.0,Moderate,1,0,0,False
2019-01-15,72.0,27.0,26.0,59.0,13.0,72.0,32.0,25.0,27.89,30.83,74.5,78.1,0.041,4.17,16.1,274.4,59.3,8,15.6,64.0,Moderate,1,1,1,False
