name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Jakarta, Indonesia",2020-03-06,90.3,77,84,100.3,77,90.8,74.6,74.3,0,0,0,,0,0,17.7,14.7,301.7,1010.4,43.8,4,280.5,24.3,9,,2020-03-06T05:58:06,2020-03-06T18:09:36,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-07,90.3,78.3,83.6,99.8,78.3,88.9,72.9,70.9,0,0,0,,0,0,23,19.2,271.9,1011,57.8,4.2,138.8,12.1,5,,2020-03-07T05:58:02,2020-03-07T18:09:12,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-08,89.6,78.8,83.3,101.3,78.8,88.8,73.3,72.2,0.018,100,4.17,rain,0,0,17.2,11.7,279.1,1010.3,57,4.1,236.8,20.4,8,,2020-03-08T05:57:58,2020-03-08T18:08:47,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-09,91.4,77,84.1,102.7,77,89.8,73.4,71.1,0,0,0,,0,0,29.1,18.3,263.4,1009.1,56.8,4.4,259.3,22.3,9,,2020-03-09T05:57:53,2020-03-09T18:08:21,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-10,92.7,78.8,85.6,105.4,78.8,93.1,74.4,70.2,0,0,0,,0,0,17.2,11.4,266.6,1008.2,43,4.2,239.3,20.6,9,,2020-03-10T05:57:48,2020-03-10T18:07:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-11,90.9,76.9,83.8,103.8,76.9,91.5,75.9,78,0.185,100,20.83,rain,0,0,18.1,13.6,316.7,1009.1,50,4.1,258.8,22.2,9,,2020-03-11T05:57:43,2020-03-11T18:07:29,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-12,87.8,77,80.7,98.6,77,85,75.5,84.5,1.392,100,25,rain,0,0,18.3,9,236.9,1010.8,62,3.3,158.6,13.7,7,,2020-03-12T05:57:37,2020-03-12T18:07:03,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-13,89.7,75.2,82.4,98.3,75.2,86.8,73.2,75,0.002,100,8.33,rain,0,0,16.3,9.2,314.2,1011.8,54.4,4.3,238.1,20.5,8,,2020-03-13T05:57:31,2020-03-13T18:06:36,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-14,92.1,77.5,84,103.6,77.5,90.9,75.5,76.8,0.078,100,4.17,rain,0,0,13.2,11.1,16.8,1010.4,48.9,3.5,215,18.4,8,,2020-03-14T05:57:24,2020-03-14T18:06:09,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-15,91.4,77,83.4,106,77,90.3,75.8,78.5,0.161,100,12.5,rain,0,0,14.8,20.2,31.9,1009.4,54.9,4.2,234,20.1,8,,2020-03-15T05:57:18,2020-03-15T18:05:42,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-16,91.4,75.7,81.9,101.3,75.7,86.6,75.3,81.4,0.197,100,8.33,rain,0,0,14.8,15.4,287.8,1010.6,64.8,3.8,246.7,21.3,9,,2020-03-16T05:57:11,2020-03-16T18:05:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-17,90.9,75.7,83.5,101.9,75.7,89.7,75.2,77.4,0.114,100,4.17,rain,0,0,20.8,12.8,347.2,1010.6,51.7,3.8,247.9,21.4,9,,2020-03-17T05:57:04,2020-03-17T18:04:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-18,83,78.8,80.6,91.7,78.8,85.1,75.7,85.2,0.036,100,16.67,rain,0,0,15.4,6.8,279.8,1010.4,60.3,3.4,136,11.6,6,,2020-03-18T05:56:57,2020-03-18T18:04:20,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-19,89.1,75.2,81.4,97.5,75.2,86.2,75.2,82.2,0.596,100,12.5,rain,0,0,15.9,14.6,303.5,1010.8,60.1,3.3,178.1,15.5,6,,2020-03-19T05:56:50,2020-03-19T18:03:52,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-20,88.5,75.2,79.4,100.3,75.2,81.6,75,87.2,0.427,100,16.67,rain,0,0,15.9,8.7,232.8,1010.9,61.6,3.3,126.6,11,5,,2020-03-20T05:56:42,2020-03-20T18:03:24,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-21,89.1,75.2,82.6,101.9,75.2,89.1,75.3,79.7,0.001,100,4.17,rain,0,0,15.7,10.3,56.5,1010.5,55.8,3.7,228.1,19.7,8,,2020-03-21T05:56:35,2020-03-21T18:02:56,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-22,86.7,77.5,81.5,95.8,77.5,86.6,75.5,82.6,1.581,100,12.5,rain,0,0,17.7,8.1,307.5,1011,63.2,3.8,176.4,15.2,7,,2020-03-22T05:56:27,2020-03-22T18:02:27,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-23,89.1,77,81.9,98.1,77,85.4,74.4,79.1,0.023,100,4.17,rain,0,0,10.7,6.9,236.1,1010.1,56.7,3.4,220.6,19,9,,2020-03-23T05:56:19,2020-03-23T18:01:59,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-24,89.6,77,82.6,100.2,77,88.7,75.5,79.8,0,0,0,,0,0,13,14.6,322.1,1008.9,52.9,3.3,212.2,18.2,9,,2020-03-24T05:56:11,2020-03-24T18:01:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-25,89.6,75.7,83.2,103.2,75.7,90.1,75.5,78.3,0.013,100,8.33,rain,0,0,13.6,9.5,338.6,1008.5,59.2,3.8,256.3,22.1,9,,2020-03-25T05:56:03,2020-03-25T18:01:03,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-26,89.2,78.8,83,100.3,78.8,89.9,75.7,79.4,0.05,100,8.33,rain,0,0,13.2,15.7,17.6,1008.9,65.5,3.5,192.6,16.5,8,,2020-03-26T05:55:56,2020-03-26T18:00:34,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-27,89.1,77,82.5,102.9,77,88.3,75.4,79.7,0.002,100,4.17,rain,0,0,13.2,10,277.5,1009.6,62.8,3.5,171.2,14.9,7,,2020-03-27T05:55:48,2020-03-27T18:00:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-28,88.4,77,83.7,102.4,77,91.4,75.7,77.4,0,0,0,,0,0,15.9,8.1,322.6,1009.1,53.4,3.5,249.6,21.6,9,,2020-03-28T05:55:40,2020-03-28T17:59:38,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-29,92.1,77.5,83.8,106.1,77.5,91,75.7,77.6,0.003,100,8.33,rain,0,0,14.3,14.9,293.8,1008.2,51.9,3.5,206.3,17.8,9,,2020-03-29T05:55:32,2020-03-29T17:59:10,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-30,90.9,77,81,102,77,85.2,75.4,83.7,0.31,100,12.5,rain,0,0,16.6,8.9,234.4,1009.1,52.8,3.4,194.6,16.8,8,,2020-03-30T05:55:24,2020-03-30T17:58:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-03-31,92.7,77,82.4,106.1,77,87.2,75.5,81,0.608,100,4.17,rain,0,0,17,16.7,265.2,1009.3,52.9,3.7,182.1,15.7,7,,2020-03-31T05:55:16,2020-03-31T17:58:14,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-01,91.4,77,83.1,100.5,77,88.5,74.7,76.9,0.186,100,8.33,rain,0,0,13.9,14.7,320.2,1009.3,53.5,3.8,152.3,12.9,6,,2020-04-01T05:55:08,2020-04-01T17:57:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-02,91.9,78.8,84.2,104.7,78.8,90.9,74.8,74.4,0.004,100,4.17,rain,0,0,15.7,14.7,261.9,1009.1,46.2,4.3,217.4,18.7,8,,2020-04-02T05:55:00,2020-04-02T17:57:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-03,91.4,77,83.8,105.2,77,91.2,75.6,77,0.228,100,4.17,rain,0,0,16.1,10.7,280.3,1009.6,46.2,3.8,192.1,16.8,7,,2020-04-03T05:54:53,2020-04-03T17:56:51,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-04,90.9,78.8,84,103.6,78.8,91.7,75.9,77.3,0,0,0,,0,0,14.8,13.1,300.7,1009.8,52.9,3.5,206.3,17.7,8,,2020-04-04T05:54:45,2020-04-04T17:56:24,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-05,90.3,78.8,82.8,102.6,78.8,88.6,75.1,78.3,0.001,100,4.17,rain,0,0,16.1,8.4,243.5,1010.1,54.3,3.7,191,16.5,7,,2020-04-05T05:54:38,2020-04-05T17:55:57,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-06,89.6,77,81,102.6,77,85,75.5,84.1,1.156,100,16.67,rain,0,0,20.8,12.5,264.8,1010.2,64.2,3.4,186.5,16.2,8,,2020-04-06T05:54:31,2020-04-06T17:55:30,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-07,90.1,77,83,101,77,88.7,74.6,76.6,0.002,100,4.17,rain,0,0,17.9,16.6,263.7,1009.9,58.7,4.2,99.7,8.7,4,,2020-04-07T05:54:24,2020-04-07T17:55:04,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-08,89.1,77,83.6,101.1,77,90.7,75.1,76,0.001,100,4.17,rain,0,0,15,16.6,316.3,1010.2,54.6,4.2,226.5,19.5,8,,2020-04-08T05:54:17,2020-04-08T17:54:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-09,88.3,78.8,83.6,98.9,78.8,91.5,76.1,78.7,0.011,100,4.17,rain,0,0,15.2,8.7,350.7,1011,58.2,3.4,228.3,19.7,8,,2020-04-09T05:54:10,2020-04-09T17:54:12,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-10,90.9,77.5,82.8,104.3,77.5,89.6,76.5,82,0.343,100,8.33,rain,0,0,13,12.6,263.8,1011.3,58.8,3.3,225.3,19.5,8,,2020-04-10T05:54:04,2020-04-10T17:53:46,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-11,92.8,77,84,105.3,77,90.4,75.7,77.6,0.197,100,4.17,rain,0,0,16.1,14.5,273,1010.8,54.5,3.7,252.7,21.7,9,,2020-04-11T05:53:57,2020-04-11T17:53:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-12,91.4,78.8,84.8,105.1,78.8,93.6,76.8,77.7,0.006,100,4.17,rain,0,0,14.5,16.9,349.6,1009.5,51.5,3.5,246.2,21.2,9,,2020-04-12T05:53:51,2020-04-12T17:52:56,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-13,90.3,77,82.1,104.8,77,87.9,76.7,84.7,3.424,100,12.5,rain,0,0,16.1,10.1,34.5,1009.6,63.6,3.3,238.9,20.6,9,,2020-04-13T05:53:46,2020-04-13T17:52:31,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-14,89.1,77,83.3,102,77,91,76.8,81.4,0.028,100,4.17,rain,0,0,16.6,12.4,34.1,1009.8,52.1,3.5,220.8,19.1,8,,2020-04-14T05:53:40,2020-04-14T17:52:07,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-15,87.5,77.5,82.3,100.9,77.5,89.1,76.5,82.9,0.192,100,4.17,rain,0,0,15.9,10.7,12.3,1010.5,56.5,3.5,173.1,15,7,,2020-04-15T05:53:35,2020-04-15T17:51:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-16,90.9,77.5,84.5,102.8,77.5,92.1,75.9,76.6,0,0,0,,0,0,18.3,14.4,31.8,1009.7,47.8,3.8,209.3,17.9,7,,2020-04-16T05:53:30,2020-04-16T17:51:20,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-17,91.4,78.8,84.5,103.7,78.8,91.8,75.1,74.3,0.001,100,4.17,rain,0,0,13.2,10.3,320.2,1010.3,47.7,3.9,224.6,19.3,8,,2020-04-17T05:53:26,2020-04-17T17:50:57,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-18,92.1,75.6,82.9,102.6,75.6,89.2,74.5,76.6,0,0,0,,0,0,13.4,10.4,276.5,1010.5,51.1,3.6,247.1,21.4,9,,2020-04-18T05:53:22,2020-04-18T17:50:34,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-19,92.7,77,85.1,105.4,77,93.2,75.6,74.2,0,0,0,,0,0,13.2,13.6,65.1,1010.1,42.6,3.3,220.2,19,8,,2020-04-19T05:53:18,2020-04-19T17:50:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-20,91.9,79.3,86,105,79.3,95.2,76.2,73.6,0,0,0,,0,0,13.9,13.6,27,1009.8,46.1,3.7,222,19.1,8,,2020-04-20T05:53:14,2020-04-20T17:49:51,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-21,90.2,80.6,84.8,102.6,85.3,93.7,75.8,75,0,0,0,,0,0,11,10.7,124.6,1009.3,56.7,3.6,215.3,18.7,8,,2020-04-21T05:53:11,2020-04-21T17:49:30,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-22,93.8,77.5,85.5,106,77.5,92.6,74.7,71.6,0,0,0,,0,0,18.3,16.4,78.8,1009,38.2,4.1,242.2,20.9,8,,2020-04-22T05:53:08,2020-04-22T17:49:09,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-23,94.5,80.6,86.7,108.6,86.2,97.6,76.7,73.1,0.001,100,4.17,rain,0,0,21.9,16.9,95.6,1008.9,42.3,4.1,241,21,8,,2020-04-23T05:53:06,2020-04-23T17:48:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-24,90.1,78.7,83.8,103.4,78.7,91.8,76.1,78.4,0.008,100,8.33,rain,0,0,17.9,14.2,102.9,1009.2,53.7,4,162.9,14.1,7,,2020-04-24T05:53:04,2020-04-24T17:48:30,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-25,90.2,75.7,83.7,99.7,75.7,89.4,74.2,74.5,0,0,0,,0,0,13,9.8,105.8,1009.2,46.3,3.8,223.9,19.2,8,,2020-04-25T05:53:02,2020-04-25T17:48:11,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-26,91.4,78.8,84.1,107.6,78.8,91.6,76,77.5,0.234,100,12.5,rain,0,0,14.1,11.4,160.9,1009.5,54.2,3.4,216.9,18.8,9,,2020-04-26T05:53:01,2020-04-26T17:47:52,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-27,89.8,77,81.4,103.7,77,85.8,75.5,83.2,0.377,100,20.83,rain,0,0,14.1,10.7,243.5,1010.3,65,3.5,174.1,15,7,,2020-04-27T05:53:00,2020-04-27T17:47:34,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-28,89.1,77,81.4,97.5,77,85.1,75,81.6,0.156,100,8.33,rain,0,0,8.7,13.5,54.5,1010,55.5,3.4,125.1,10.8,6,,2020-04-28T05:53:00,2020-04-28T17:47:17,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-29,90.9,75.7,81.7,102.9,75.7,86.5,74.5,79.6,0,0,0,,0,0,13.2,10.3,202.7,1009.5,54,3.5,222.3,19.1,8,,2020-04-29T05:53:00,2020-04-29T17:47:01,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-04-30,88,77,82.1,99.5,77,87.9,75.8,81.8,0,0,0,,0,0,12.5,12,87.2,1009.9,66.3,3.2,141.9,12.3,5,,2020-04-30T05:53:00,2020-04-30T17:46:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-01,88.4,77.5,82.5,101.1,77.5,88.1,75.8,81.1,0,0,0,,0,0,10.7,10,25.9,1009.2,60.4,3.5,169.8,14.7,7,,2020-05-01T05:53:01,2020-05-01T17:46:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-02,85.5,76.5,80.7,92.9,76.5,84.8,74.6,82.1,0.041,100,8.33,rain,0,0,26.4,16.8,257.8,1009,62.6,3.7,66.5,5.7,3,,2020-05-02T05:53:02,2020-05-02T17:46:15,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"Jakarta, Indonesia",2020-05-03,91.4,77.5,84.5,101.6,77.5,91.8,75.5,75.5,0,0,0,,0,0,15.7,15,88.2,1008.9,53.7,3.7,193.9,17,7,,2020-05-03T05:53:04,2020-05-03T17:46:01,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-04,86.1,79.9,83.2,98.8,79.9,91.9,76.7,81,0.104,100,16.67,rain,0,0,15.9,11.4,79,1009.4,58.8,3.7,162.2,14,7,,2020-05-04T05:53:06,2020-05-04T17:45:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-05,91.4,77.5,85.3,107.3,77.5,94.7,76.8,76.6,0,0,0,,0,0,15.2,13.1,78.3,1009.3,49.9,4.1,178.9,15.4,7,,2020-05-05T05:53:09,2020-05-05T17:45:34,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-06,91.4,79.3,84.7,106.5,79.3,94.2,77.5,80.1,0.01,100,4.17,rain,0,0,15.2,12.3,68.5,1009.3,52.6,3.7,166.7,14.4,6,,2020-05-06T05:53:12,2020-05-06T17:45:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-07,93.2,77.5,86.1,105.2,77.5,95.1,75.9,72.8,0,0,0,,0,0,14.1,16.1,69.5,1008.3,49,4.2,248.5,21.5,8,,2020-05-07T05:53:16,2020-05-07T17:45:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-08,92.5,79.9,85,107.8,79.9,94.5,77,77.9,0.001,100,4.17,rain,0,0,15.9,12.8,163.8,1008.8,51.8,3.4,246.6,21.3,9,,2020-05-08T05:53:20,2020-05-08T17:45:00,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-09,86.5,78.8,82.4,98.5,78.8,90,76.9,83.7,0.043,100,8.33,rain,0,0,13,6.9,101.6,1009.4,62.5,3.4,124,10.7,6,,2020-05-09T05:53:24,2020-05-09T17:44:50,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-10,90.1,77.3,83.7,103.1,77.3,92,77.1,81.4,0.003,100,8.33,rain,0,0,17,12.9,251.4,1009.4,60.3,3.3,192.3,16.5,7,,2020-05-10T05:53:29,2020-05-10T17:44:41,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2020-05-11,91.4,78.8,84.9,102.3,78.8,93.5,76.4,76.7,0,0,0,,0,0,21.9,12.8,119.5,1009.5,56,3.7,208.1,17.8,7,,2020-05-11T05:53:35,2020-05-11T17:44:32,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
