name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Jakarta, Indonesia",2016-01-01,90.3,75.2,82.7,101.9,75.2,88.4,76.0,81.2,0.998,100,16.67,rain,0,0,15.0,14.5,312.2,1011.9,58.2,3.6,235.9,19.6,8,,2016-01-01T05:41:40,2016-01-01T18:10:03,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-02,89.1,76.8,80.9,101.8,76.8,84.9,76.0,85.6,0.585,100,16.67,rain,0,0,18.3,17.7,306.2,1012.5,68.0,3.5,182.9,15.8,7,,2016-01-02T05:42:11,2016-01-02T18:10:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-03,90.9,77.0,83.1,101.2,77.0,88.8,75.5,79.1,0.0,0,0.0,,0,0,17.0,11.1,292.7,1012.4,56.7,4.0,175.9,15.1,7,,2016-01-03T05:42:41,2016-01-03T18:10:54,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-04,89.1,78.8,83.4,101.3,78.8,91.8,76.8,80.9,0.0,0,0.0,,0,0,15.0,7.8,306.9,1012.4,61.8,3.6,192.5,16.5,8,,2016-01-04T05:43:12,2016-01-04T18:11:18,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-05,90.3,77.3,83.4,103.6,77.3,90.9,76.5,80.6,0.457,100,8.33,rain,0,0,14.5,11.4,10.7,1012.0,59.0,3.3,216.9,18.7,7,,2016-01-05T05:43:43,2016-01-05T18:11:42,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-06,90.9,77.0,83.5,103.3,77.0,89.3,75.0,76.4,0.011,100,4.17,rain,0,0,17.2,12.8,75.3,1012.3,48.3,3.6,222.2,19.1,8,,2016-01-06T05:44:13,2016-01-06T18:12:05,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-07,93.4,77.0,85.3,102.9,77.0,92.8,75.0,72.8,0.0,0,0.0,,0,0,16.6,15.8,46.7,1012.5,40.3,4.2,267.5,23.2,8,,2016-01-07T05:44:43,2016-01-07T18:12:27,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-08,92.1,79.3,85.6,104.3,79.3,94.6,76.1,74.3,0.0,0,0.0,,0,0,17.9,14.7,30.6,1011.7,45.2,3.9,253.2,22.1,9,,2016-01-08T05:45:13,2016-01-08T18:12:49,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-09,90.9,78.8,84.7,103.3,78.8,92.9,76.0,76.0,0.0,0,0.0,,0,0,17.4,15.7,328.8,1011.2,39.7,3.7,234.4,20.3,9,,2016-01-09T05:45:43,2016-01-09T18:13:10,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-10,90.9,77.0,84.2,100.5,77.0,91.5,75.2,75.3,0.001,100,4.17,rain,0,0,15.2,10.2,346.7,1011.7,45.9,3.6,215.1,18.5,7,,2016-01-10T05:46:12,2016-01-10T18:13:31,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-11,91.6,78.8,85.0,102.3,78.8,93.2,75.6,74.2,0.001,100,4.17,rain,0,0,15.9,9.1,267.6,1011.4,50.2,3.5,240.2,20.6,10,,2016-01-11T05:46:41,2016-01-11T18:13:50,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-12,86.7,78.8,82.6,96.8,78.8,90.2,76.6,82.7,0.19,100,4.17,rain,0,0,20.8,10.7,36.0,1010.7,71.6,3.1,197.0,17.0,7,,2016-01-12T05:47:10,2016-01-12T18:14:09,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-13,88.9,78.8,82.3,100.6,78.8,88.5,76.3,82.6,0.052,100,4.17,rain,0,0,31.1,14.8,105.0,1010.3,69.1,3.4,202.6,17.7,8,,2016-01-13T05:47:38,2016-01-13T18:14:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-14,90.9,77.0,84.2,103.6,77.0,91.7,76.0,77.3,0.001,100,4.17,rain,0,0,17.7,12.8,61.2,1009.6,52.8,3.9,176.3,15.3,7,,2016-01-14T05:48:06,2016-01-14T18:14:44,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-15,90.9,78.3,84.5,102.8,78.3,93.5,76.8,78.5,0.003,100,4.17,rain,0,0,17.7,12.5,34.9,1009.2,57.8,3.3,194.4,16.7,8,,2016-01-15T05:48:33,2016-01-15T18:15:01,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-16,89.1,77.0,83.4,99.5,77.0,90.6,76.0,79.6,0.011,100,8.33,rain,0,0,14.5,5.8,300.4,1009.2,51.9,3.2,250.9,21.8,9,,2016-01-16T05:49:00,2016-01-16T18:15:16,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-17,92.7,78.8,84.1,106.1,78.8,91.5,75.7,77.0,0.0,0,0.0,,0,0,23.0,8.1,287.1,1009.2,56.1,3.2,262.6,22.7,9,,2016-01-17T05:49:27,2016-01-17T18:15:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-18,91.6,77.0,84.0,102.9,77.0,91.1,75.5,76.5,0.0,0,0.0,,0,0,13.0,10.7,288.4,1008.9,52.7,3.2,214.2,18.5,7,,2016-01-18T05:49:53,2016-01-18T18:15:45,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-19,90.9,77.0,83.4,101.9,77.0,89.0,75.0,76.9,0.021,100,12.5,rain,0,0,20.8,12.5,302.0,1009.6,61.7,3.2,220.8,19.1,8,,2016-01-19T05:50:18,2016-01-19T18:15:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-20,89.1,78.8,82.1,101.8,78.8,87.8,76.1,82.7,1.178,100,12.5,rain,0,0,16.1,14.5,270.3,1011.1,67.7,3.5,167.6,14.5,6,,2016-01-20T05:50:43,2016-01-20T18:16:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-21,86.1,76.9,82.0,96.4,76.9,88.6,76.5,83.8,0.069,100,8.33,rain,0,0,16.3,7.2,303.0,1010.4,79.3,3.6,201.8,17.6,8,,2016-01-21T05:51:08,2016-01-21T18:16:20,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96737099999,96741099999,WIII,96739099999,96749099999,96751099999,remote,96745099999"
"Jakarta, Indonesia",2016-01-22,87.9,78.8,83.3,99.7,78.8,92.1,77.1,82.0,0.046,100,8.33,rain,0,0,13.2,11.4,323.7,1009.8,67.6,3.5,206.0,17.9,7,,2016-01-22T05:51:32,2016-01-22T18:16:31,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-23,85.1,75.7,79.3,93.2,75.7,82.1,75.9,89.6,0.831,100,25.0,rain,0,0,19.2,8.2,31.0,1011.3,68.7,3.4,109.1,9.3,4,,2016-01-23T05:51:55,2016-01-23T18:16:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-24,87.2,73.4,80.1,99.4,73.4,84.5,76.3,89.1,1.045,100,20.83,rain,0,0,23.0,13.7,45.2,1012.1,71.0,3.1,178.3,15.5,6,,2016-01-24T05:52:17,2016-01-24T18:16:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-25,81.7,75.2,77.9,89.1,75.2,78.6,75.8,93.6,0.615,100,29.17,rain,0,0,17.7,9.2,110.2,1012.3,80.9,3.3,157.0,13.6,6,,2016-01-25T05:52:39,2016-01-25T18:16:56,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-26,89.3,75.6,82.0,99.8,75.6,87.8,76.4,84.2,0.035,100,8.33,rain,0,0,14.3,9.0,313.1,1011.5,59.8,3.6,189.7,16.4,7,,2016-01-26T05:53:01,2016-01-26T18:17:02,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-27,90.3,78.8,83.9,104.4,78.8,93.2,77.6,82.0,0.272,100,8.33,rain,0,0,16.8,11.8,325.4,1010.4,64.1,3.3,229.7,19.7,8,,2016-01-27T05:53:22,2016-01-27T18:17:07,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-28,89.1,78.8,83.5,103.3,78.8,91.1,77.1,81.8,0.012,100,4.17,rain,0,0,18.1,12.5,343.1,1009.9,63.2,3.5,254.4,22.1,8,,2016-01-28T05:53:42,2016-01-28T18:17:12,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-29,92.1,77.5,84.7,104.3,77.5,92.7,76.1,76.7,0.0,0,0.0,,0,0,12.8,11.7,326.8,1010.0,43.5,3.7,275.7,23.8,9,,2016-01-29T05:54:01,2016-01-29T18:17:16,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-30,88.5,77.8,82.8,101.7,77.8,90.5,77.1,83.5,0.012,100,4.17,rain,0,0,17.4,13.9,295.9,1009.7,72.8,3.3,216.1,18.7,8,,2016-01-30T05:54:20,2016-01-30T18:17:18,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-01-31,89.1,75.2,82.0,101.7,75.2,88.1,76.5,84.3,0.27,100,12.5,rain,0,0,22.1,13.1,294.4,1009.0,69.1,3.7,206.0,17.7,8,,2016-01-31T05:54:38,2016-01-31T18:17:20,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-01,87.3,75.2,80.9,99.8,75.2,86.1,76.4,86.7,1.953,100,16.67,rain,0,0,22.4,12.8,290.2,1008.9,76.6,3.8,213.8,18.4,8,,2016-02-01T05:54:55,2016-02-01T18:17:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-02,87.8,76.4,81.4,99.1,76.4,86.5,76.6,86.1,0.724,100,20.83,rain,0,0,24.4,11.8,290.0,1009.4,74.4,3.5,214.6,18.5,8,,2016-02-02T05:55:12,2016-02-02T18:17:20,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-03,89.1,77.0,82.8,100.2,77.0,88.5,74.6,77.1,0.0,0,0.0,,0,0,18.3,11.4,269.1,1009.4,66.3,4.1,136.3,11.8,7,,2016-02-03T05:55:28,2016-02-03T18:17:19,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-04,87.8,77.0,82.5,97.0,77.0,89.4,76.1,81.7,0.043,100,8.33,rain,0,0,14.3,10.8,272.6,1009.1,62.3,3.4,138.3,11.9,4,,2016-02-04T05:55:43,2016-02-04T18:17:17,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-05,89.1,78.3,83.1,100.8,78.3,90.7,76.5,81.0,0.116,100,12.5,rain,0,0,18.6,9.4,286.6,1008.4,67.8,3.4,190.8,16.4,8,,2016-02-05T05:55:57,2016-02-05T18:17:14,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-06,91.4,77.0,83.1,104.1,77.0,90.7,77.0,82.9,0.282,100,8.33,rain,0,0,16.6,12.5,290.0,1008.1,62.1,3.8,216.3,18.8,8,,2016-02-06T05:56:11,2016-02-06T18:17:10,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-07,90.3,77.5,82.5,102.6,77.5,89.7,77.3,85.2,0.168,100,16.67,rain,0,0,20.8,11.3,288.7,1009.0,71.6,3.8,165.3,14.1,6,,2016-02-07T05:56:24,2016-02-07T18:17:05,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-08,86.0,77.0,80.8,99.4,77.0,86.1,77.5,90.1,0.477,100,16.67,rain,0,0,19.7,15.0,278.2,1009.8,73.3,3.7,194.2,16.6,7,,2016-02-08T05:56:36,2016-02-08T18:17:00,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-09,87.3,75.2,79.8,100.3,75.2,83.0,76.1,89.0,1.995,100,16.67,rain,0,0,24.2,15.9,266.2,1009.6,66.0,4.1,151.4,13.2,6,,2016-02-09T05:56:48,2016-02-09T18:16:53,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-10,85.5,76.2,80.3,95.5,76.2,84.1,75.9,86.6,0.028,100,4.17,rain,0,0,22.4,10.0,265.7,1009.7,64.1,3.6,108.4,9.2,5,,2016-02-10T05:56:59,2016-02-10T18:16:46,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-11,86.0,77.0,80.2,96.3,77.0,83.4,75.5,86.2,0.515,100,4.17,rain,0,0,17.9,14.8,254.0,1009.8,68.7,3.7,84.9,7.1,3,,2016-02-11T05:57:09,2016-02-11T18:16:37,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-12,85.5,75.7,79.3,95.5,75.7,81.9,76.0,90.2,0.544,100,12.5,rain,0,0,28.9,8.2,258.6,1010.4,67.3,3.0,90.1,7.9,4,,2016-02-12T05:57:19,2016-02-12T18:16:28,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,96739099999,WIII,WIHH,remote,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-13,88.5,75.7,82.1,99.4,75.7,87.9,76.2,83.7,0.023,100,4.17,rain,0,0,9.2,8.0,64.0,1010.7,67.9,3.2,138.2,12.0,7,,2016-02-13T05:57:27,2016-02-13T18:16:18,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-14,90.3,77.0,80.9,103.3,77.0,84.1,75.8,85.1,0.185,100,12.5,rain,0,0,17.9,20.0,253.8,1010.7,69.1,3.3,253.8,21.9,10,,2016-02-14T05:57:36,2016-02-14T18:16:07,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-15,90.3,75.2,82.1,104.4,75.2,88.5,76.8,85.3,0.004,100,4.17,rain,0,0,17.7,10.3,295.1,1010.6,60.8,3.4,220.9,19.0,8,,2016-02-15T05:57:43,2016-02-15T18:15:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-16,86.7,75.2,81.8,96.1,75.2,88.3,76.2,83.5,0.009,100,4.17,rain,0,0,17.9,10.1,331.7,1012.0,52.6,3.7,182.4,15.8,7,,2016-02-16T05:57:50,2016-02-16T18:15:43,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-17,85.3,75.7,80.0,93.6,75.7,83.8,76.2,88.6,2.098,100,20.83,rain,0,0,14.8,9.2,248.0,1012.8,63.0,3.2,191.4,16.6,8,,2016-02-17T05:57:56,2016-02-17T18:15:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-18,89.1,75.2,82.3,100.8,75.2,87.8,75.8,81.8,0.0,0,0.0,,0,0,19.7,13.8,269.0,1011.8,55.5,4.1,227.4,19.6,8,,2016-02-18T05:58:01,2016-02-18T18:15:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-19,87.8,77.5,83.2,98.4,77.5,90.6,76.4,80.6,0.008,100,4.17,rain,0,0,17.2,11.4,328.9,1010.7,52.3,3.3,251.4,21.6,9,,2016-02-19T05:58:06,2016-02-19T18:15:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96751099999,96749099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-20,87.3,77.0,82.4,99.0,77.0,89.4,76.5,82.9,0.001,100,4.17,rain,0,0,18.6,9.5,307.1,1011.4,58.1,3.2,243.6,20.9,9,,2016-02-20T05:58:10,2016-02-20T18:14:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-21,87.8,78.8,82.4,97.7,78.8,88.9,76.2,82.2,0.04,100,4.17,rain,0,0,19.9,12.1,293.8,1012.2,65.9,3.5,179.2,15.5,7,,2016-02-21T05:58:14,2016-02-21T18:14:29,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-22,88.5,78.8,83.1,99.4,78.8,90.8,76.4,81.0,0.004,100,4.17,rain,0,0,17.2,9.0,311.2,1012.7,65.8,3.8,196.1,16.9,8,,2016-02-22T05:58:17,2016-02-22T18:14:12,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-23,89.1,78.8,83.0,104.4,78.8,89.9,76.0,80.1,0.005,100,4.17,rain,0,0,17.2,13.9,290.0,1011.5,68.9,3.5,231.8,20.1,9,,2016-02-23T05:58:19,2016-02-23T18:13:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-24,86.0,75.2,82.2,95.7,75.2,89.6,76.6,83.7,0.073,100,8.33,rain,0,0,28.9,15.0,309.3,1011.0,69.6,3.4,177.3,15.2,6,,2016-02-24T05:58:21,2016-02-24T18:13:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-25,85.8,75.2,79.3,96.5,75.2,82.3,76.6,92.1,5.314,100,25.0,rain,0,0,17.7,13.9,306.5,1012.5,80.0,3.0,194.6,16.7,8,,2016-02-25T05:58:22,2016-02-25T18:13:17,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-26,86.7,75.2,80.6,93.1,75.2,84.4,75.3,85.2,4.011,100,16.67,rain,0,0,20.4,8.1,285.1,1012.8,69.8,3.4,216.0,18.6,8,,2016-02-26T05:58:23,2016-02-26T18:12:57,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-27,89.1,77.0,83.1,98.7,77.0,89.6,75.5,78.7,0.011,100,12.5,rain,0,0,16.8,8.1,318.7,1012.0,67.3,4.4,221.8,19.4,7,,2016-02-27T05:58:23,2016-02-27T18:12:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-28,84.2,75.2,80.2,94.2,75.2,85.2,77.1,90.7,2.322,100,20.83,rain,0,0,21.9,11.4,270.9,1012.5,76.8,3.2,64.3,5.4,2,,2016-02-28T05:58:22,2016-02-28T18:12:16,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-02-29,86.7,76.7,79.8,99.0,76.7,83.1,76.6,90.5,0.52,100,29.17,rain,0,0,21.3,15.9,293.6,1012.6,77.8,3.3,142.2,12.3,5,,2016-02-29T05:58:21,2016-02-29T18:11:55,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-03-01,86.2,75.2,80.7,96.4,75.2,85.6,76.0,86.5,0.536,100,20.83,rain,0,0,22.1,10.3,305.9,1011.4,75.1,4.0,135.2,11.7,5,,2016-03-01T05:58:20,2016-03-01T18:11:33,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-03-02,86.6,77.0,81.0,99.4,77.0,86.2,76.7,87.1,1.184,100,16.67,rain,0,0,21.3,12.8,298.4,1012.0,69.0,3.5,185.2,16.0,8,,2016-03-02T05:58:18,2016-03-02T18:11:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"Jakarta, Indonesia",2016-03-03,88.8,75.2,82.5,100.3,75.2,89.0,76.2,82.0,0.209,100,12.5,rain,0,0,16.8,12.6,304.1,1012.3,56.9,4.0,211.2,18.3,8,,2016-03-03T05:58:16,2016-03-03T18:10:48,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
"Jakarta, Indonesia",2016-03-04,88.5,77.4,83.2,100.1,77.4,91.1,76.9,82.1,0.499,100,16.67,rain,0,0,13.9,11.2,299.5,1011.1,62.8,4.0,220.7,19.1,8,,2016-03-04T05:58:13,2016-03-04T18:10:24,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,remote,96745099999,96749599999"
